crop_name,loc_id,year,yield
Grain maize,FR104,2002,8.695
Grain maize,FR104,2003,7.845
Grain maize,FR104,2004,9.327
Grain maize,FR104,2005,9.405
Grain maize,FR104,2006,8.522
Grain maize,FR104,2007,9.943
Grain maize,FR104,2008,9.57
Grain maize,FR104,2009,8.837
Grain maize,FR104,2010,10.49
Grain maize,FR104,2011,10.98
Grain maize,FR104,2012,9.34
Grain maize,FR104,2013,9.511
Grain maize,FR104,2014,11.223
Grain maize,FR104,2015,8.832
Grain maize,FR104,2016,6.834
Grain maize,FR104,2017,10.589
Grain maize,FR104,2018,8.54
Grain maize,FR104,2019,8.029
Grain maize,FR104,2020,6.9
Grain maize,FR105,1995,10.0
Grain maize,FR105,1996,10.0
Grain maize,FR105,1997,10.0
Grain maize,FR105,1998,10.0
Grain maize,FR105,1999,10.0
Grain maize,FR105,2000,10.0
Grain maize,FR105,2001,10.0
Grain maize,FR105,2002,8.7
Grain maize,FR105,2003,0.0
Grain maize,FR105,2004,0.0
Grain maize,FR105,2005,0.0
Grain maize,FR105,2006,0.0
Grain maize,FR105,2007,0.0
Grain maize,FR105,2008,0.0
Grain maize,FR105,2009,0.0
Grain maize,FR105,2010,0.0
Grain maize,FR105,2011,0.0
Grain maize,FR105,2012,0.0
Grain maize,FR105,2013,0.0
Grain maize,FR105,2014,0.0
Grain maize,FR105,2015,0.0
Grain maize,FR105,2016,0.0
Grain maize,FR105,2017,0.0
Grain maize,FR105,2018,0.0
Grain maize,FR105,2019,0.0
Grain maize,FR105,2020,0.0
Grain maize,FR106,1989,7.8
Grain maize,FR106,1990,5.0
Grain maize,FR106,1991,7.5
Grain maize,FR106,1992,8.0
Grain maize,FR106,1993,7.8
Grain maize,FR106,1994,8.9
Grain maize,FR106,1995,8.6
Grain maize,FR106,1996,7.3
Grain maize,FR106,1997,9.5
Grain maize,FR106,1998,8.4
Grain maize,FR106,1999,8.5
Grain maize,FR106,2000,10.5
Grain maize,FR106,2001,8.5
Grain maize,FR106,2002,8.7
Grain maize,FR106,2003,6.8
Grain maize,FR106,2004,8.5
Grain maize,FR106,2005,6.8
Grain maize,FR106,2006,0.0
Grain maize,FR106,2007,9.8
Grain maize,FR106,2008,9.5
Grain maize,FR106,2009,8.8
Grain maize,FR106,2010,10.0
Grain maize,FR106,2011,10.0
Grain maize,FR106,2012,9.3
Grain maize,FR106,2013,9.7
Grain maize,FR106,2014,10.8
Grain maize,FR106,2015,8.0
Grain maize,FR106,2016,6.7
Grain maize,FR106,2017,10.0
Grain maize,FR106,2018,8.5
Grain maize,FR106,2019,8.1
Grain maize,FR106,2020,5.7
Grain maize,FR107,1989,7.5
Grain maize,FR107,1990,4.5
Grain maize,FR107,1991,7.3
Grain maize,FR107,1992,7.3
Grain maize,FR107,1993,7.5
Grain maize,FR107,1994,8.6
Grain maize,FR107,1995,7.8
Grain maize,FR107,1996,7.8
Grain maize,FR107,1997,9.5
Grain maize,FR107,1998,8.4
Grain maize,FR107,1999,8.7
Grain maize,FR107,2000,10.5
Grain maize,FR107,2001,9.0
Grain maize,FR107,2002,8.7
Grain maize,FR107,2003,6.9
Grain maize,FR107,2004,8.5
Grain maize,FR107,2005,7.9
Grain maize,FR107,2006,9.0
Grain maize,FR107,2007,0.0
Grain maize,FR107,2008,9.5
Grain maize,FR107,2009,8.8
Grain maize,FR107,2010,10.4
Grain maize,FR107,2011,10.8
Grain maize,FR107,2012,9.3
Grain maize,FR107,2013,9.5
Grain maize,FR107,2014,11.2
Grain maize,FR107,2015,8.7
Grain maize,FR107,2016,6.7
Grain maize,FR107,2017,10.5
Grain maize,FR107,2018,8.2
Grain maize,FR107,2019,0.0
Grain maize,FR107,2020,6.5
Grain maize,FR108,1989,7.3
Grain maize,FR108,1990,4.8
Grain maize,FR108,1991,7.2
Grain maize,FR108,1992,8.8
Grain maize,FR108,1993,7.8
Grain maize,FR108,1994,8.4
Grain maize,FR108,1995,7.3
Grain maize,FR108,1996,7.8
Grain maize,FR108,1997,9.3
Grain maize,FR108,1998,8.4
Grain maize,FR108,1999,9.8
Grain maize,FR108,2000,10.003
Grain maize,FR108,2001,8.892
Grain maize,FR108,2002,8.802
Grain maize,FR108,2003,6.71
Grain maize,FR108,2004,9.382
Grain maize,FR108,2005,8.5
Grain maize,FR108,2006,9.0
Grain maize,FR108,2007,9.8
Grain maize,FR108,2008,9.5
Grain maize,FR108,2009,8.8
Grain maize,FR108,2010,10.0
Grain maize,FR108,2011,10.0
Grain maize,FR108,2012,9.3
Grain maize,FR108,2013,9.7
Grain maize,FR108,2014,10.8
Grain maize,FR108,2015,8.0
Grain maize,FR108,2016,6.7
Grain maize,FR108,2017,10.0
Grain maize,FR108,2018,8.5
Grain maize,FR108,2019,8.1
Grain maize,FR108,2020,5.7
Grain maize,FRB01,1989,7.2
Grain maize,FRB01,1990,5.7
Grain maize,FRB01,1991,7.2
Grain maize,FRB01,1992,8.3
Grain maize,FRB01,1993,8.5
Grain maize,FRB01,1994,8.3
Grain maize,FRB01,1995,7.8
Grain maize,FRB01,1996,7.7
Grain maize,FRB01,1997,9.0
Grain maize,FRB01,1998,8.048
Grain maize,FRB01,1999,9.418
Grain maize,FRB01,2000,9.483
Grain maize,FRB01,2001,8.822
Grain maize,FRB01,2002,8.865
Grain maize,FRB01,2003,8.253
Grain maize,FRB01,2004,9.606
Grain maize,FRB01,2005,9.421
Grain maize,FRB01,2006,9.504
Grain maize,FRB01,2007,8.904
Grain maize,FRB01,2008,9.25
Grain maize,FRB01,2009,9.009
Grain maize,FRB01,2010,9.391
Grain maize,FRB01,2011,9.831
Grain maize,FRB01,2012,8.61
Grain maize,FRB01,2013,8.74
Grain maize,FRB01,2014,10.018
Grain maize,FRB01,2015,8.209
Grain maize,FRB01,2016,6.767
Grain maize,FRB01,2017,10.541
Grain maize,FRB01,2018,9.53
Grain maize,FRB01,2019,5.84
Grain maize,FRB01,2020,7.66
Grain maize,FRB02,1989,8.083
Grain maize,FRB02,1990,7.5
Grain maize,FRB02,1991,8.8
Grain maize,FRB02,1992,8.5
Grain maize,FRB02,1993,10.2
Grain maize,FRB02,1994,10.2
Grain maize,FRB02,1995,10.0
Grain maize,FRB02,1996,9.9
Grain maize,FRB02,1997,10.1
Grain maize,FRB02,1998,9.978
Grain maize,FRB02,1999,10.675
Grain maize,FRB02,2000,10.615
Grain maize,FRB02,2001,9.79
Grain maize,FRB02,2002,9.129
Grain maize,FRB02,2003,9.079
Grain maize,FRB02,2004,10.347
Grain maize,FRB02,2005,10.388
Grain maize,FRB02,2006,9.968
Grain maize,FRB02,2007,9.97
Grain maize,FRB02,2008,10.4
Grain maize,FRB02,2009,10.187
Grain maize,FRB02,2010,10.913
Grain maize,FRB02,2011,11.36
Grain maize,FRB02,2012,10.299
Grain maize,FRB02,2013,10.886
Grain maize,FRB02,2014,11.426
Grain maize,FRB02,2015,10.551
Grain maize,FRB02,2016,9.806
Grain maize,FRB02,2017,11.83
Grain maize,FRB02,2018,11.39
Grain maize,FRB02,2019,10.55
Grain maize,FRB02,2020,9.63
Grain maize,FRB03,1989,6.219
Grain maize,FRB03,1990,4.9
Grain maize,FRB03,1991,6.6
Grain maize,FRB03,1992,9.0
Grain maize,FRB03,1993,7.9
Grain maize,FRB03,1994,7.5
Grain maize,FRB03,1995,7.5
Grain maize,FRB03,1996,7.6
Grain maize,FRB03,1997,9.0
Grain maize,FRB03,1998,7.521
Grain maize,FRB03,1999,8.542
Grain maize,FRB03,2000,8.7
Grain maize,FRB03,2001,7.968
Grain maize,FRB03,2002,8.167
Grain maize,FRB03,2003,8.237
Grain maize,FRB03,2004,8.619
Grain maize,FRB03,2005,8.432
Grain maize,FRB03,2006,8.316
Grain maize,FRB03,2007,7.475
Grain maize,FRB03,2008,7.695
Grain maize,FRB03,2009,7.99
Grain maize,FRB03,2010,8.633
Grain maize,FRB03,2011,9.61
Grain maize,FRB03,2012,7.601
Grain maize,FRB03,2013,7.97
Grain maize,FRB03,2014,9.941
Grain maize,FRB03,2015,6.837
Grain maize,FRB03,2016,5.301
Grain maize,FRB03,2017,8.724
Grain maize,FRB03,2018,7.58
Grain maize,FRB03,2019,5.11
Grain maize,FRB03,2020,6.46
Grain maize,FRB04,1989,6.2
Grain maize,FRB04,1990,4.0
Grain maize,FRB04,1991,5.0
Grain maize,FRB04,1992,7.6
Grain maize,FRB04,1993,7.1
Grain maize,FRB04,1994,7.3
Grain maize,FRB04,1995,6.5
Grain maize,FRB04,1996,6.2
Grain maize,FRB04,1997,8.053
Grain maize,FRB04,1998,7.667
Grain maize,FRB04,1999,8.416
Grain maize,FRB04,2000,8.362
Grain maize,FRB04,2001,6.527
Grain maize,FRB04,2002,7.695
Grain maize,FRB04,2003,7.917
Grain maize,FRB04,2004,7.922
Grain maize,FRB04,2005,8.034
Grain maize,FRB04,2006,7.802
Grain maize,FRB04,2007,8.836
Grain maize,FRB04,2008,7.2
Grain maize,FRB04,2009,8.021
Grain maize,FRB04,2010,8.759
Grain maize,FRB04,2011,8.919
Grain maize,FRB04,2012,8.294
Grain maize,FRB04,2013,8.057
Grain maize,FRB04,2014,10.183
Grain maize,FRB04,2015,7.719
Grain maize,FRB04,2016,5.977
Grain maize,FRB04,2017,9.334
Grain maize,FRB04,2018,8.68
Grain maize,FRB04,2019,5.71
Grain maize,FRB04,2020,7.68
Grain maize,FRB05,1989,5.966
Grain maize,FRB05,1990,5.5
Grain maize,FRB05,1991,7.2
Grain maize,FRB05,1992,7.5
Grain maize,FRB05,1993,8.0
Grain maize,FRB05,1994,8.4
Grain maize,FRB05,1995,8.4
Grain maize,FRB05,1996,8.6
Grain maize,FRB05,1997,9.4
Grain maize,FRB05,1998,8.756
Grain maize,FRB05,1999,10.273
Grain maize,FRB05,2000,9.265
Grain maize,FRB05,2001,9.227
Grain maize,FRB05,2002,8.265
Grain maize,FRB05,2003,9.444
Grain maize,FRB05,2004,9.968
Grain maize,FRB05,2005,10.475
Grain maize,FRB05,2006,8.521
Grain maize,FRB05,2007,8.981
Grain maize,FRB05,2008,9.382
Grain maize,FRB05,2009,9.489
Grain maize,FRB05,2010,9.94
Grain maize,FRB05,2011,10.583
Grain maize,FRB05,2012,8.208
Grain maize,FRB05,2013,8.3
Grain maize,FRB05,2014,10.209
Grain maize,FRB05,2015,8.414
Grain maize,FRB05,2016,7.943
Grain maize,FRB05,2017,10.532
Grain maize,FRB05,2018,10.96
Grain maize,FRB05,2019,8.38
Grain maize,FRB05,2020,9.55
Grain maize,FRB06,1989,7.776
Grain maize,FRB06,1990,6.2
Grain maize,FRB06,1991,7.7
Grain maize,FRB06,1992,7.7
Grain maize,FRB06,1993,8.5
Grain maize,FRB06,1994,9.0
Grain maize,FRB06,1995,8.4
Grain maize,FRB06,1996,8.3
Grain maize,FRB06,1997,9.4
Grain maize,FRB06,1998,9.217
Grain maize,FRB06,1999,9.46
Grain maize,FRB06,2000,9.981
Grain maize,FRB06,2001,8.611
Grain maize,FRB06,2002,8.8
Grain maize,FRB06,2003,8.902
Grain maize,FRB06,2004,10.098
Grain maize,FRB06,2005,10.221
Grain maize,FRB06,2006,9.7
Grain maize,FRB06,2007,10.036
Grain maize,FRB06,2008,10.293
Grain maize,FRB06,2009,9.557
Grain maize,FRB06,2010,10.33
Grain maize,FRB06,2011,10.96
Grain maize,FRB06,2012,10.109
Grain maize,FRB06,2013,9.9
Grain maize,FRB06,2014,10.891
Grain maize,FRB06,2015,9.08
Grain maize,FRB06,2016,7.951
Grain maize,FRB06,2017,11.358
Grain maize,FRB06,2018,10.38
Grain maize,FRB06,2019,9.2
Grain maize,FRB06,2020,9.07
Grain maize,FRC11,1989,8.0
Grain maize,FRC11,1990,6.0
Grain maize,FRC11,1991,7.2
Grain maize,FRC11,1992,7.2
Grain maize,FRC11,1993,9.0
Grain maize,FRC11,1994,8.1
Grain maize,FRC11,1995,8.0
Grain maize,FRC11,1996,8.0
Grain maize,FRC11,1997,9.6
Grain maize,FRC11,1998,8.2
Grain maize,FRC11,1999,8.8
Grain maize,FRC11,2000,10.1
Grain maize,FRC11,2001,9.1
Grain maize,FRC11,2002,9.4
Grain maize,FRC11,2003,5.6
Grain maize,FRC11,2004,10.3
Grain maize,FRC11,2005,7.3
Grain maize,FRC11,2006,8.9
Grain maize,FRC11,2007,9.2
Grain maize,FRC11,2008,10.039
Grain maize,FRC11,2009,9.505
Grain maize,FRC11,2010,9.599
Grain maize,FRC11,2011,9.7
Grain maize,FRC11,2012,9.8
Grain maize,FRC11,2013,7.8
Grain maize,FRC11,2014,10.2
Grain maize,FRC11,2015,6.3
Grain maize,FRC11,2016,10.326
Grain maize,FRC11,2017,10.247
Grain maize,FRC11,2018,8.01
Grain maize,FRC11,2019,8.7
Grain maize,FRC11,2020,6.45
Grain maize,FRC12,1989,6.4
Grain maize,FRC12,1990,6.0
Grain maize,FRC12,1991,6.2
Grain maize,FRC12,1992,7.5
Grain maize,FRC12,1993,8.2
Grain maize,FRC12,1994,7.8
Grain maize,FRC12,1995,7.5
Grain maize,FRC12,1996,8.0
Grain maize,FRC12,1997,9.4
Grain maize,FRC12,1998,7.42
Grain maize,FRC12,1999,8.376
Grain maize,FRC12,2000,8.968
Grain maize,FRC12,2001,7.1
Grain maize,FRC12,2002,8.0
Grain maize,FRC12,2003,7.1
Grain maize,FRC12,2004,8.8
Grain maize,FRC12,2005,8.2
Grain maize,FRC12,2006,7.5
Grain maize,FRC12,2007,9.1
Grain maize,FRC12,2008,9.1
Grain maize,FRC12,2009,9.759
Grain maize,FRC12,2010,9.352
Grain maize,FRC12,2011,10.2
Grain maize,FRC12,2012,9.2
Grain maize,FRC12,2013,8.8
Grain maize,FRC12,2014,10.8
Grain maize,FRC12,2015,7.5
Grain maize,FRC12,2016,10.106
Grain maize,FRC12,2017,10.389
Grain maize,FRC12,2018,8.09
Grain maize,FRC12,2019,6.46
Grain maize,FRC12,2020,7.09
Grain maize,FRC13,1989,6.7
Grain maize,FRC13,1990,5.3
Grain maize,FRC13,1991,5.4
Grain maize,FRC13,1992,7.7
Grain maize,FRC13,1993,8.2
Grain maize,FRC13,1994,6.6
Grain maize,FRC13,1995,7.0
Grain maize,FRC13,1996,7.7
Grain maize,FRC13,1997,8.4
Grain maize,FRC13,1998,8.06
Grain maize,FRC13,1999,7.807
Grain maize,FRC13,2000,9.795
Grain maize,FRC13,2001,9.0
Grain maize,FRC13,2002,9.0
Grain maize,FRC13,2003,4.7
Grain maize,FRC13,2004,9.9
Grain maize,FRC13,2005,6.8
Grain maize,FRC13,2006,7.7
Grain maize,FRC13,2007,10.4
Grain maize,FRC13,2008,9.776
Grain maize,FRC13,2009,9.342
Grain maize,FRC13,2010,9.339
Grain maize,FRC13,2011,10.2
Grain maize,FRC13,2012,10.2
Grain maize,FRC13,2013,7.5
Grain maize,FRC13,2014,10.7
Grain maize,FRC13,2015,6.3
Grain maize,FRC13,2016,9.148
Grain maize,FRC13,2017,10.119
Grain maize,FRC13,2018,8.32
Grain maize,FRC13,2019,8.25
Grain maize,FRC13,2020,5.45
Grain maize,FRC14,1989,6.8
Grain maize,FRC14,1990,5.0
Grain maize,FRC14,1991,6.0
Grain maize,FRC14,1992,6.5
Grain maize,FRC14,1993,6.5
Grain maize,FRC14,1994,7.5
Grain maize,FRC14,1995,7.0
Grain maize,FRC14,1996,6.5
Grain maize,FRC14,1997,8.2
Grain maize,FRC14,1998,7.2
Grain maize,FRC14,1999,8.553
Grain maize,FRC14,2000,9.2
Grain maize,FRC14,2001,8.6
Grain maize,FRC14,2002,8.6
Grain maize,FRC14,2003,5.4
Grain maize,FRC14,2004,8.8
Grain maize,FRC14,2005,8.4
Grain maize,FRC14,2006,7.0
Grain maize,FRC14,2007,7.3
Grain maize,FRC14,2008,8.996
Grain maize,FRC14,2009,8.346
Grain maize,FRC14,2010,9.132
Grain maize,FRC14,2011,9.7
Grain maize,FRC14,2012,7.5
Grain maize,FRC14,2013,7.8
Grain maize,FRC14,2014,10.0
Grain maize,FRC14,2015,6.3
Grain maize,FRC14,2016,5.138
Grain maize,FRC14,2017,10.585
Grain maize,FRC14,2018,6.79
Grain maize,FRC14,2019,4.61
Grain maize,FRC14,2020,5.72
Grain maize,FRC21,1989,8.0
Grain maize,FRC21,1990,7.0
Grain maize,FRC21,1991,7.0
Grain maize,FRC21,1992,7.5
Grain maize,FRC21,1993,9.2
Grain maize,FRC21,1994,7.1
Grain maize,FRC21,1995,7.8
Grain maize,FRC21,1996,8.0
Grain maize,FRC21,1997,9.0
Grain maize,FRC21,1998,8.4
Grain maize,FRC21,1999,9.0
Grain maize,FRC21,2000,9.8
Grain maize,FRC21,2001,8.3
Grain maize,FRC21,2002,8.5
Grain maize,FRC21,2003,5.0
Grain maize,FRC21,2004,9.4
Grain maize,FRC21,2005,9.0
Grain maize,FRC21,2006,6.8
Grain maize,FRC21,2007,9.1
Grain maize,FRC21,2008,8.5
Grain maize,FRC21,2009,9.2
Grain maize,FRC21,2010,8.5
Grain maize,FRC21,2011,10.5
Grain maize,FRC21,2012,9.4
Grain maize,FRC21,2013,7.5
Grain maize,FRC21,2014,9.9
Grain maize,FRC21,2015,6.3
Grain maize,FRC21,2016,6.453
Grain maize,FRC21,2017,9.3
Grain maize,FRC21,2018,5.5
Grain maize,FRC21,2019,8.36
Grain maize,FRC21,2020,6.5
Grain maize,FRC22,1989,7.8
Grain maize,FRC22,1990,5.7
Grain maize,FRC22,1991,5.7
Grain maize,FRC22,1992,7.7
Grain maize,FRC22,1993,9.1
Grain maize,FRC22,1994,7.3
Grain maize,FRC22,1995,7.8
Grain maize,FRC22,1996,8.2
Grain maize,FRC22,1997,9.0
Grain maize,FRC22,1998,8.5
Grain maize,FRC22,1999,8.8
Grain maize,FRC22,2000,10.1
Grain maize,FRC22,2001,8.8
Grain maize,FRC22,2002,9.1
Grain maize,FRC22,2003,5.4
Grain maize,FRC22,2004,9.9
Grain maize,FRC22,2005,7.6
Grain maize,FRC22,2006,6.9
Grain maize,FRC22,2007,9.49
Grain maize,FRC22,2008,8.739
Grain maize,FRC22,2009,9.374
Grain maize,FRC22,2010,8.605
Grain maize,FRC22,2011,10.9
Grain maize,FRC22,2012,9.8
Grain maize,FRC22,2013,7.6
Grain maize,FRC22,2014,10.3
Grain maize,FRC22,2015,6.6
Grain maize,FRC22,2016,8.354
Grain maize,FRC22,2017,9.806
Grain maize,FRC22,2018,6.3
Grain maize,FRC22,2019,8.92
Grain maize,FRC22,2020,6.37
Grain maize,FRC23,1989,7.3
Grain maize,FRC23,1990,5.9
Grain maize,FRC23,1991,6.9
Grain maize,FRC23,1992,7.8
Grain maize,FRC23,1993,8.8
Grain maize,FRC23,1994,7.9
Grain maize,FRC23,1995,8.1
Grain maize,FRC23,1996,7.4
Grain maize,FRC23,1997,9.4
Grain maize,FRC23,1998,7.82
Grain maize,FRC23,1999,8.413
Grain maize,FRC23,2000,10.008
Grain maize,FRC23,2001,8.5
Grain maize,FRC23,2002,9.2
Grain maize,FRC23,2003,5.0
Grain maize,FRC23,2004,9.7
Grain maize,FRC23,2005,8.2
Grain maize,FRC23,2006,6.8
Grain maize,FRC23,2007,9.47
Grain maize,FRC23,2008,8.384
Grain maize,FRC23,2009,9.281
Grain maize,FRC23,2010,8.5
Grain maize,FRC23,2011,10.2
Grain maize,FRC23,2012,9.3
Grain maize,FRC23,2013,7.6
Grain maize,FRC23,2014,9.7
Grain maize,FRC23,2015,6.0
Grain maize,FRC23,2016,8.232
Grain maize,FRC23,2017,9.405
Grain maize,FRC23,2018,5.5
Grain maize,FRC23,2019,7.2
Grain maize,FRC23,2020,5.47
Grain maize,FRC24,1989,6.9
Grain maize,FRC24,1990,6.4
Grain maize,FRC24,1991,7.0
Grain maize,FRC24,1992,7.0
Grain maize,FRC24,1993,8.5
Grain maize,FRC24,1994,6.0
Grain maize,FRC24,1995,6.5
Grain maize,FRC24,1996,8.0
Grain maize,FRC24,1997,9.0
Grain maize,FRC24,1998,7.8
Grain maize,FRC24,1999,7.5
Grain maize,FRC24,2000,9.6
Grain maize,FRC24,2001,8.0
Grain maize,FRC24,2002,9.0
Grain maize,FRC24,2003,5.5
Grain maize,FRC24,2004,10.0
Grain maize,FRC24,2005,8.8
Grain maize,FRC24,2006,6.8
Grain maize,FRC24,2007,8.9
Grain maize,FRC24,2008,8.9
Grain maize,FRC24,2009,10.0
Grain maize,FRC24,2010,8.5
Grain maize,FRC24,2011,10.6
Grain maize,FRC24,2012,9.5
Grain maize,FRC24,2013,8.2
Grain maize,FRC24,2014,10.5
Grain maize,FRC24,2015,6.5
Grain maize,FRC24,2016,6.471
Grain maize,FRC24,2017,10.7
Grain maize,FRC24,2018,7.9
Grain maize,FRD11,1989,6.296
Grain maize,FRD11,1990,3.6
Grain maize,FRD11,1991,7.0
Grain maize,FRD11,1992,8.0
Grain maize,FRD11,1993,6.7
Grain maize,FRD11,1994,7.2
Grain maize,FRD11,1995,7.5
Grain maize,FRD11,1996,7.1
Grain maize,FRD11,1997,8.1
Grain maize,FRD11,1998,8.3
Grain maize,FRD11,1999,8.6
Grain maize,FRD11,2000,8.7
Grain maize,FRD11,2001,7.5
Grain maize,FRD11,2002,7.2
Grain maize,FRD11,2003,8.6
Grain maize,FRD11,2004,7.8
Grain maize,FRD11,2005,8.6
Grain maize,FRD11,2006,9.6
Grain maize,FRD11,2007,8.2
Grain maize,FRD11,2008,8.9
Grain maize,FRD11,2009,8.8
Grain maize,FRD11,2010,8.8
Grain maize,FRD11,2011,9.5
Grain maize,FRD11,2012,8.7
Grain maize,FRD11,2013,8.919
Grain maize,FRD11,2014,8.703
Grain maize,FRD11,2015,9.3
Grain maize,FRD11,2016,7.2
Grain maize,FRD11,2017,9.5
Grain maize,FRD11,2018,8.8
Grain maize,FRD11,2019,8.2
Grain maize,FRD11,2020,8.2
Grain maize,FRD12,1989,6.0
Grain maize,FRD12,1990,6.5
Grain maize,FRD12,1991,7.8
Grain maize,FRD12,1992,8.5
Grain maize,FRD12,1993,8.2
Grain maize,FRD12,1994,8.7
Grain maize,FRD12,1995,8.5
Grain maize,FRD12,1996,8.5
Grain maize,FRD12,1997,9.0
Grain maize,FRD12,1998,8.5
Grain maize,FRD12,1999,9.2
Grain maize,FRD12,2000,8.8
Grain maize,FRD12,2001,8.5
Grain maize,FRD12,2002,9.0
Grain maize,FRD12,2003,7.8
Grain maize,FRD12,2004,9.0
Grain maize,FRD12,2005,9.5
Grain maize,FRD12,2006,8.8
Grain maize,FRD12,2007,8.4
Grain maize,FRD12,2008,8.8
Grain maize,FRD12,2009,9.6
Grain maize,FRD12,2010,9.0
Grain maize,FRD12,2011,9.5
Grain maize,FRD12,2012,8.0
Grain maize,FRD12,2013,9.004
Grain maize,FRD12,2014,9.006
Grain maize,FRD12,2015,9.1
Grain maize,FRD12,2016,8.8
Grain maize,FRD12,2017,10.2
Grain maize,FRD12,2018,9.7
Grain maize,FRD12,2019,9.0
Grain maize,FRD12,2020,10.0
Grain maize,FRD13,1989,5.9
Grain maize,FRD13,1990,4.4
Grain maize,FRD13,1991,6.1
Grain maize,FRD13,1992,7.6
Grain maize,FRD13,1993,6.4
Grain maize,FRD13,1994,7.7
Grain maize,FRD13,1995,7.2
Grain maize,FRD13,1996,6.5
Grain maize,FRD13,1997,9.0
Grain maize,FRD13,1998,6.5
Grain maize,FRD13,1999,9.2
Grain maize,FRD13,2000,8.7
Grain maize,FRD13,2001,8.2
Grain maize,FRD13,2002,8.2
Grain maize,FRD13,2003,7.5
Grain maize,FRD13,2004,8.7
Grain maize,FRD13,2005,8.0
Grain maize,FRD13,2006,7.7
Grain maize,FRD13,2007,9.3
Grain maize,FRD13,2008,8.2
Grain maize,FRD13,2009,8.5
Grain maize,FRD13,2010,8.2
Grain maize,FRD13,2011,8.5
Grain maize,FRD13,2012,7.7
Grain maize,FRD13,2013,8.211
Grain maize,FRD13,2014,8.106
Grain maize,FRD13,2015,7.6
Grain maize,FRD13,2016,7.1
Grain maize,FRD13,2017,9.0
Grain maize,FRD13,2018,8.3
Grain maize,FRD13,2019,7.2
Grain maize,FRD13,2020,6.3
Grain maize,FRD21,1989,6.5
Grain maize,FRD21,1990,4.4
Grain maize,FRD21,1991,6.5
Grain maize,FRD21,1992,8.5
Grain maize,FRD21,1993,7.0
Grain maize,FRD21,1994,8.2
Grain maize,FRD21,1995,7.1
Grain maize,FRD21,1996,7.0
Grain maize,FRD21,1997,9.0
Grain maize,FRD21,1998,8.3
Grain maize,FRD21,1999,9.119
Grain maize,FRD21,2000,8.842
Grain maize,FRD21,2001,8.8
Grain maize,FRD21,2002,8.8
Grain maize,FRD21,2003,7.0
Grain maize,FRD21,2004,7.999
Grain maize,FRD21,2005,8.0
Grain maize,FRD21,2006,9.0
Grain maize,FRD21,2007,9.3
Grain maize,FRD21,2008,9.2
Grain maize,FRD21,2009,9.2
Grain maize,FRD21,2010,8.5
Grain maize,FRD21,2011,9.6
Grain maize,FRD21,2012,8.4
Grain maize,FRD21,2013,8.7
Grain maize,FRD21,2014,9.2
Grain maize,FRD21,2015,8.0
Grain maize,FRD21,2016,6.1
