IDREGION,FYEAR,DEKAD,FAPAR
FRB04,2008,34,39.83099800559213
FRB04,2008,35,39.79829985875559
FRB04,2008,36,39.61263922849752
FRB04,2009,1,38.73386072656082
FRB04,2009,2,37.888373473230274
FRB04,2009,3,37.44191083569687
FRB04,2009,4,37.95740287035115
FRB04,2009,5,39.47661691745724
FRB04,2009,6,41.80823315318857
FRB04,2009,7,44.49555343667698
FRB04,2009,8,48.89751378710416
FRB04,2009,9,53.775752627805446
FRB04,2009,10,59.54047820304515
FRB04,2009,11,64.63636313425923
FRB04,2009,12,69.21652488382192
FRB04,2009,13,72.8790491522248
FRB04,2009,14,75.10986810141956
FRB04,2009,15,75.60753210202206
FRB04,2009,16,73.75947932681673
FRB04,2009,17,70.21541232115673
FRB04,2009,18,65.86764980069248
FRB04,2009,19,61.324488806275546
FRB04,2009,20,57.38255166108093
FRB04,2009,21,54.30034167131119
FRB04,2009,22,51.68601560030668
FRB04,2009,23,49.75337168061593
FRB04,2009,24,48.39603806605032
FRB04,2009,25,47.40853446830614
FRB04,2009,26,47.03911375527655
FRB04,2009,27,47.24072358948665
FRB04,2009,28,47.2755896161883
FRB04,2009,29,46.94955298067417
FRB04,2009,30,46.1882657189412
FRB04,2009,31,45.26092447844145
FRB04,2009,32,44.99002126472176
FRB04,2009,33,45.31468485200229
FRB04,2009,34,46.19898093519782
FRB04,2009,35,47.09145686877598
FRB04,2009,36,47.27695612087579
FRB04,2010,1,46.43863284285548
FRB04,2010,2,44.76135362176797
FRB04,2010,3,43.12965382068765
FRB04,2010,4,42.0557697946723
FRB04,2010,5,42.30024524056863
FRB04,2010,6,43.55755037101743
FRB04,2010,7,45.67957324188178
FRB04,2010,8,49.633983065258576
FRB04,2010,9,54.32994315481944
FRB04,2010,10,60.25600752114795
FRB04,2010,11,65.23707656864421
FRB04,2010,12,69.1992591557797
FRB04,2010,13,71.99251794934189
FRB04,2010,14,73.53831316703862
FRB04,2010,15,73.73666446566926
FRB04,2010,16,72.1703278488558
FRB04,2010,17,69.47248093079878
FRB04,2010,18,65.9278817223663
FRB04,2010,19,61.90676897652302
FRB04,2010,20,57.97591736167759
FRB04,2010,21,54.782488957606105
FRB04,2010,22,52.34990852862942
FRB04,2010,23,51.06693422441415
FRB04,2010,24,51.01630973279789
FRB04,2010,25,51.67974393394014
FRB04,2010,26,52.17837257584255
FRB04,2010,27,52.992788276051726
FRB04,2010,28,53.676579095573445
FRB04,2010,29,53.454553418794816
FRB04,2010,30,51.95222716256934
FRB04,2010,31,49.35033350801415
FRB04,2010,32,46.80515135283987
FRB04,2010,33,45.58593636963078
FRB04,2010,34,44.75882859112088
FRB04,2010,35,44.45864831054702
FRB04,2010,36,43.93419299951452
FRB04,2011,1,43.09165227316385
FRB04,2011,2,42.74670260092906
FRB04,2011,3,43.1706120946095
FRB04,2011,4,44.53433660673888
FRB04,2011,5,46.5863888459224
FRB04,2011,6,49.58225887029407
FRB04,2011,7,52.6414179022868
FRB04,2011,8,57.38420280004471
FRB04,2011,9,62.88916639077757
FRB04,2011,10,69.01901912351893
FRB04,2011,11,73.65450756425642
FRB04,2011,12,76.34206046234578
FRB04,2011,13,76.32682156432264
FRB04,2011,14,73.60210148544576
FRB04,2011,15,68.97689591672969
FRB04,2011,16,63.13172808355096
FRB04,2011,17,58.33085749653738
FRB04,2011,18,54.61292607969904
FRB04,2011,19,52.360547828588295
FRB04,2011,20,51.89133606246576
FRB04,2011,21,52.65181699496017
FRB04,2011,22,54.47559414403898
FRB04,2011,23,55.98336293647751
FRB04,2011,24,57.00591463934773
FRB04,2011,25,57.47571594851761
FRB04,2011,26,57.724371437570426
FRB04,2011,27,58.168864537384415
FRB04,2011,28,58.4835035205847
FRB04,2011,29,58.52606977378544
FRB04,2011,30,58.01061122051327
FRB04,2011,31,56.96613890289033
FRB04,2011,32,55.9568841539356
FRB04,2011,33,54.76092318052914
FRB04,2011,34,54.09455293846955
FRB04,2011,35,53.83420523089049
FRB04,2011,36,53.59655071970148
FRB04,2012,1,53.09758801830846
FRB04,2012,2,52.35767986440938
FRB04,2012,3,51.69432763301467
FRB04,2012,4,51.44907912986047
FRB04,2012,5,51.98752393040865
FRB04,2012,6,53.859949766361055
FRB04,2012,7,56.24176146368835
FRB04,2012,8,59.98488569840831
FRB04,2012,9,64.11391385149807
FRB04,2012,10,68.10990161220494
FRB04,2012,11,70.8062342342897
FRB04,2012,12,72.6915591897517
FRB04,2012,13,74.10298966307933
FRB04,2012,14,74.66540572206179
FRB04,2012,15,74.14530860592205
FRB04,2012,16,71.61062796016284
FRB04,2012,17,68.06977252164872
FRB04,2012,18,64.19399661312478
FRB04,2012,19,60.89527957705646
FRB04,2012,20,58.47062162201186
FRB04,2012,21,56.93390171991168
FRB04,2012,22,55.79720237296058
FRB04,2012,23,54.646947240151626
FRB04,2012,24,53.20355976557491
FRB04,2012,25,51.515269551879726
FRB04,2012,26,49.866350606015146
FRB04,2012,27,48.7323057357466
FRB04,2012,28,48.09904904702826
FRB04,2012,29,47.45112801554048
FRB04,2012,30,46.96823193835616
FRB04,2012,31,45.89259984660207
FRB04,2012,32,44.43448695718561
FRB04,2012,33,43.20329274466862
FRB04,2012,34,42.563635119868586
FRB04,2012,35,42.26500470736541
FRB04,2012,36,41.68329632724114
FRB04,2013,1,40.26117164762795
FRB04,2013,2,38.62825297120948
FRB04,2013,3,37.634683418527736
FRB04,2013,4,37.96700263565307
FRB04,2013,5,39.14259392951313
FRB04,2013,6,40.74539632052584
FRB04,2013,7,42.13160874534651
FRB04,2013,8,44.51915565946516
FRB04,2013,9,47.76909875927471
FRB04,2013,10,52.03020899567871
FRB04,2013,11,56.34686454463437
FRB04,2013,12,60.586392781285575
FRB04,2013,13,64.1967373958556
FRB04,2013,14,66.87477940303211
FRB04,2013,15,68.57834864526815
FRB04,2013,16,69.19855972940063
FRB04,2013,17,68.51756526889868
FRB04,2013,18,66.88691620082358
FRB04,2013,19,64.84275921535955
FRB04,2013,20,62.61750035140895
FRB04,2013,21,60.884671690673486
FRB04,2013,22,59.6701857369051
FRB04,2013,23,58.71257176066269
FRB04,2013,24,57.73788632284979
FRB04,2013,25,56.7910255000977
FRB04,2013,26,56.01393111886187
FRB04,2013,27,55.654315657351525
FRB04,2013,28,55.837993982998285
FRB04,2013,29,56.20227772430632
FRB04,2013,30,56.33422137338058
FRB04,2013,31,55.875079671259485
FRB04,2013,32,54.77714578425172
FRB04,2013,33,53.32038810297136
FRB04,2013,34,51.89011879417751
FRB04,2013,35,50.49573643196322
FRB04,2013,36,48.96833312670491
FRB04,2014,1,47.14318331076497
FRB04,2014,2,45.73184595773879
FRB04,2014,3,45.2730545629336
FRB04,2014,4,45.94607989243957
FRB04,2014,5,47.38462073935717
FRB04,2014,6,49.72644222637354
FRB04,2014,7,52.14597220424138
FRB04,2014,8,55.70731274985566
FRB04,2014,9,59.80872348938699
FRB04,2014,10,64.5704093110682
FRB04,2014,11,68.47245878751326
FRB04,2014,12,71.23684079153134
FRB04,2014,13,72.9207893879785
FRB04,2014,14,73.41340486725719
FRB04,2014,15,72.46590369783279
FRB04,2014,16,69.96295642693472
FRB04,2014,17,66.81189341662143
FRB04,2014,18,63.443875015590585
FRB04,2014,19,60.66069818970502
FRB04,2014,20,58.89370836796634
FRB04,2014,21,57.886173263699234
FRB04,2014,22,57.505688001614544
FRB04,2014,23,57.632117107932274
FRB04,2014,24,57.84631819401871
FRB04,2014,25,57.90129604367654
FRB04,2014,26,57.74004928497065
FRB04,2014,27,57.39757586100104
FRB04,2014,28,56.85177526847168
FRB04,2014,29,56.15184804614024
FRB04,2014,30,55.34102452109949
FRB04,2014,31,53.96642004013231
FRB04,2014,32,52.49258961142062
FRB04,2014,33,51.30162444170031
FRB04,2014,34,50.75249026193692
FRB04,2014,35,50.82648480955674
FRB04,2014,36,51.31061042394019
FRB04,2015,1,51.62250227627114
FRB04,2015,2,51.33942081317502
FRB04,2015,3,51.259869725982426
FRB04,2015,4,51.63334807757016
FRB04,2015,5,52.37966669564568
FRB04,2015,6,53.62508027486026
FRB04,2015,7,55.25436371008641
FRB04,2015,8,58.41197694567032
FRB04,2015,9,62.33745504304642
FRB04,2015,10,67.51174618598452
FRB04,2015,11,71.89685605117711
FRB04,2015,12,75.19064825001904
FRB04,2015,13,77.12141338128568
FRB04,2015,14,77.27767532803243
FRB04,2015,15,75.30786184054121
FRB04,2015,16,70.97884702066195
FRB04,2015,17,65.48739731311964
FRB04,2015,18,59.5519942677884
FRB04,2015,19,54.132362388940834
FRB04,2015,20,50.11230369784103
FRB04,2015,21,47.81205845271144
FRB04,2015,22,47.002395134522665
FRB04,2015,23,48.02145307598765
FRB04,2015,24,50.27586649870293
FRB04,2015,25,53.22426208435768
FRB04,2015,26,55.56123892116736
FRB04,2015,27,57.25195877166499
FRB04,2015,28,57.88895868343795
FRB04,2015,29,57.60749932916205
FRB04,2015,30,56.7522423328413
FRB04,2015,31,55.81217978523068
FRB04,2015,32,55.34171261162117
FRB04,2015,33,55.55259979489472
FRB04,2015,34,56.14301949335916
FRB04,2015,35,57.26703198474593
FRB04,2015,36,58.46681928957262
FRB04,2016,1,59.58248096253008
FRB04,2016,2,60.24472907922933
FRB04,2016,3,60.57843930077355
FRB04,2016,4,60.85555758594682
FRB04,2016,5,60.96554370123879
FRB04,2016,6,61.162152883231045
FRB04,2016,7,61.62886934991752
FRB04,2016,8,62.806284722789805
FRB04,2016,9,64.65161504796477
FRB04,2016,10,67.38671296158174
FRB04,2016,11,69.68013899451014
FRB04,2016,12,71.46203608569598
FRB04,2016,13,72.62942854269417
FRB04,2016,14,72.80774592139367
FRB04,2016,15,71.70359314845474
FRB04,2016,16,69.20310541806488
FRB04,2016,17,65.96132014105228
FRB04,2016,18,62.30104950829909
FRB04,2016,19,58.535461726567306
FRB04,2016,20,55.24851667098474
FRB04,2016,21,52.406929362134434
FRB04,2016,22,50.01030047202124
FRB04,2016,23,48.69687497700498
FRB04,2016,24,47.81608549875371
FRB04,2016,25,47.06658059079025
FRB04,2016,26,46.75320515666101
FRB04,2016,27,46.88635161463775
FRB04,2016,28,46.82300152867333
FRB04,2016,29,46.25005811936601
FRB04,2016,30,44.958129725594205
FRB04,2016,31,43.23901437947657
FRB04,2016,32,41.88725220268714
FRB04,2016,33,41.14715090903468
FRB04,2016,34,41.22452370586763
FRB04,2016,35,41.42080231069279
FRB04,2016,36,41.042007981953496
FRB04,2017,1,40.169683831330296
FRB04,2017,2,39.5665352344147
FRB04,2017,3,39.65489142529445
FRB04,2017,4,40.97513168905814
FRB04,2017,5,43.47486874801787
FRB04,2017,6,47.30820636168109
FRB04,2017,7,51.372710553247934
FRB04,2017,8,57.31256997481838
FRB04,2017,9,63.41174686817503
FRB04,2017,10,69.40355628082021
FRB04,2017,11,73.13474837845773
FRB04,2017,12,75.24750469143467
FRB04,2017,13,76.07751480106491
FRB04,2017,14,76.00112748111603
FRB04,2017,15,74.63446449421983
FRB04,2017,16,71.27299234721784
FRB04,2017,17,66.96817681039117
FRB04,2017,18,62.317949200606805
FRB04,2017,19,58.19466207838135
FRB04,2017,20,55.175634562292025
FRB04,2017,21,53.289197455256776
FRB04,2017,22,52.39724800006536
FRB04,2017,23,52.40785675660008
FRB04,2017,24,52.66577209534747
FRB04,2017,25,53.20190254835613
FRB04,2017,26,53.86514351521474
FRB04,2017,27,54.94882333537858
FRB04,2017,28,55.80522776222829
FRB04,2017,29,56.36248511800062
FRB04,2017,30,56.15651289083889
FRB04,2017,31,55.136910116114834
FRB04,2017,32,53.56358868110372
FRB04,2017,33,51.78502253910024
FRB04,2017,34,50.20334415599021
FRB04,2017,35,48.93107719966625
FRB04,2017,36,48.0815062219735
FRB04,2018,1,47.75193967959399
FRB04,2018,2,48.07564842631744
FRB04,2018,3,48.86032797249893
FRB04,2018,4,50.288515515225015
FRB04,2018,5,51.64565628251163
FRB04,2018,6,53.06701017734344
FRB04,2018,7,54.35655670939328
FRB04,2018,8,56.73166405757271
FRB04,2018,9,60.16726718334677
FRB04,2018,10,65.19613627169257
FRB04,2018,11,70.19829386709968
FRB04,2018,12,74.7409627121237
FRB04,2018,13,77.49524354416288
FRB04,2018,14,77.85391443942429
FRB04,2018,15,75.78140002040666
FRB04,2018,16,71.65322079055888
FRB04,2018,17,67.22115792533356
FRB04,2018,18,62.9751801799176
FRB04,2018,19,59.4102566944798
FRB04,2018,20,56.62155801487649
FRB04,2018,21,54.43493468715901
FRB04,2018,22,52.30196098920565
FRB04,2018,23,50.76138871386081
FRB04,2018,24,49.57380891344416
FRB04,2018,25,48.582209138926544
FRB04,2018,26,47.9812883606176
FRB04,2018,27,47.79379922239478
FRB04,2018,28,48.02868050448601
FRB04,2018,29,47.949095603066965
FRB04,2018,30,47.41156430412001
FRB04,2018,31,46.37236457340735
FRB04,2018,32,45.47061028957031
FRB04,2018,33,45.08704776896303
FRB04,2018,34,45.25984470099079
FRB04,2018,35,45.6016422351483
FRB04,2018,36,45.45743034858471
FRB04,2019,1,44.76705896401193
FRB04,2019,2,44.01768078462728
FRB04,2019,3,43.91430186504442
FRB04,2019,4,45.09636694403298
FRB04,2019,5,47.41182855251508
FRB04,2019,6,51.05131646114202
FRB04,2019,7,54.30499888924153
FRB04,2019,8,59.0201870148106
FRB04,2019,9,63.737531158460726
FRB04,2019,10,68.17349540899568
FRB04,2019,11,71.4044030082351
FRB04,2019,12,73.97953151780902
FRB04,2019,13,75.62288750588286
FRB04,2019,14,76.21195321180336
FRB04,2019,15,75.36084061786433
FRB04,2019,16,72.54915009128159
FRB04,2019,17,68.52277388796793
FRB04,2019,18,63.403600106028186
FRB04,2019,19,57.87853993195889
FRB04,2019,20,52.7256523678684
FRB04,2019,21,49.006013379925605
FRB04,2019,22,46.890666528211504
FRB04,2019,23,46.30823130550158
FRB04,2019,24,46.12647673916749
FRB04,2019,25,46.10149588137672
FRB04,2019,26,46.2408374259532
FRB04,2019,27,46.9146627087407
FRB04,2019,28,48.13340952281301
FRB04,2019,29,49.381240842121336
FRB04,2019,30,50.10887203694691
FRB04,2019,31,50.36227237449213
FRB04,2019,32,50.07250930674201
FRB04,2019,33,49.4702973380276
FRB04,2019,34,49.22104712818373
FRB04,2019,35,49.27976631362122
FRB04,2019,36,49.32013027600591
FRB04,2020,1,49.30632070289636
FRB04,2020,2,49.50983787810793
FRB04,2020,3,49.85028521482059
FRB04,2020,4,50.62740422291055
FRB04,2020,5,52.16166794699121
FRB04,2020,6,54.316055171256856
FRB04,2020,7,56.6804531868328
FRB04,2020,8,59.83608541940573
FRB04,2020,9,63.212889753654
FRB04,2020,10,66.67259965143442
FRB04,2020,11,69.27202748797446
FRB04,2020,12,70.97980305314651
FRB04,2020,13,71.37603982475379
FRB04,2020,14,70.43625742310965
FRB04,2020,15,68.4209779211739
FRB04,2020,16,65.32022190735421
FRB04,2020,17,62.54652129209479
FRB04,2020,18,60.16229711505364
FRB04,2020,19,58.01104481244456
FRB04,2020,20,55.97728392700854
FRB04,2020,21,53.939880743383206
FRB04,2020,22,51.9426059614773
FRB04,2020,23,50.54141438889246
FRB04,2020,24,49.719598606911696
FRB04,2020,25,49.311624367931344
FRB04,2020,26,49.28055029235187
FRB04,2020,27,49.97771045940462
FRB04,2020,28,51.32352206934895
FRB04,2020,29,52.93817735904981
FRB04,2020,30,54.51066201363346
FRB04,2020,31,55.697925521765
FRB04,2020,32,56.17919925171471
FRB04,2020,33,55.88260698081423
FRB04,2020,34,55.265932684659546
FRB04,2020,35,54.5996656638244
FRB04,2020,36,53.40941294663994
FRB04,2021,1,51.60369375593416
FRB04,2021,2,49.8324642631314
FRB04,2021,3,48.9966524477263
FRB04,2021,4,49.5530400125323
FRB04,2021,5,51.59261996189804
FRB04,2021,6,54.74372327286223
FRB04,2021,7,57.60255308242626
FRB04,2021,8,60.955430714010895
FRB04,2021,9,64.10256084389873
FRB04,2021,10,67.08255318964939
FRB04,2021,11,69.38217731005581
FRB04,2021,12,71.24636507498676
FRB04,2021,13,73.05280732770278
FRB04,2021,14,74.23684007630219
FRB04,2021,15,74.612411908204
FRB04,2021,16,73.32901210614692
FRB04,2021,17,70.733642982419
FRB04,2021,18,67.63708576848339
FRB04,2021,19,64.75554270845092
FRB04,2021,20,62.541470443908686
FRB04,2021,21,60.94716125235416
FRB04,2021,22,59.82052307691059
FRB04,2021,23,59.017444352144025
FRB04,2021,24,58.13614713749075
FRB04,2021,25,57.1530630749987
FRB04,2021,26,56.47746998027373
FRB04,2021,27,56.13122596775823
FRB04,2021,28,55.7977902402102
FRB04,2021,29,55.16058728097488
FRB04,2021,30,53.95458259669058
FRB04,2021,31,51.88102851361592
FRB04,2021,32,49.842794139132025
FRB04,2021,33,48.20599968705039
FRB04,2021,34,47.5489995887025
FRB04,2021,35,47.41207006028699
FRB04,2021,36,47.23329323328558
FRB04,2022,1,47.20703622896092
