crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
maize,NL,NL22,2009,13.2,2435.0,32115.0
maize,NL,NL22,2010,11.4,2240.0,25551.0
maize,NL,NL22,2011,12.1,2514.0,30399.0
maize,NL,NL22,2012,12.2,2302.0,28026.0
maize,NL,NL22,2013,12.6,2517.0,31812.0
maize,NL,NL22,2014,13.8,2003.0,27606.0
maize,NL,NL22,2015,11.9,1718.0,20426.0
maize,NL,NL22,2016,12.4,1525.0,18842.0
maize,NL,NL22,2017,14.1,1194.0,16849.0
maize,NL,NL22,2018,8.7,1505.0,13063.0
maize,NL,NL22,2019,9.0,1900.0,17041.0
maize,NL,NL22,2020,11.8,1908.0,22490.0
maize,NL,NL23,2009,12.7,42.0,535.0
maize,NL,NL23,2011,12.4,47.0,584.0
maize,NL,NL23,2012,12.4,51.0,628.0
maize,NL,NL23,2013,12.2,61.0,746.0
maize,NL,NL23,2018,8.8,15.0,131.0
maize,NL,NL31,2008,10.8,39.0,420.0
maize,NL,NL31,2009,12.9,15.0,193.0
maize,NL,NL31,2013,12.0,46.0,549.0
maize,NL,NL31,2014,12.2,32.0,392.0
maize,NL,NL31,2019,14.5,30.0,432.0
maize,NL,NL32,2008,9.6,66.0,638.0
maize,NL,NL32,2009,13.0,43.0,559.0
maize,NL,NL32,2010,12.0,56.0,673.0
maize,NL,NL32,2011,12.4,25.0,313.0
maize,NL,NL32,2013,12.2,11.0,134.0
maize,NL,NL32,2014,13.3,9.0,120.0
maize,NL,NL32,2015,13.4,5.0,67.0
maize,NL,NL32,2017,0.0,0.0,0.0
maize,NL,NL32,2018,0.0,0.0,0.0
maize,NL,NL32,2019,0.0,0.0,0.0
maize,NL,NL33,2008,10.9,201.0,2196.0
maize,NL,NL33,2009,12.4,97.0,1203.0
maize,NL,NL33,2010,12.7,115.0,1465.0
maize,NL,NL33,2011,12.2,95.0,1151.0
maize,NL,NL33,2013,11.2,25.0,278.0
maize,NL,NL33,2015,14.3,13.0,187.0
maize,NL,NL33,2019,14.5,0.413,6.0
maize,NL,NL33,2020,6.7,3.0,20.0
maize,NL,NL34,2008,10.7,740.0,7917.0
maize,NL,NL34,2009,12.0,608.0,7310.0
maize,NL,NL34,2010,11.3,538.0,6090.0
maize,NL,NL34,2011,12.1,966.0,11718.0
maize,NL,NL34,2012,11.1,882.0,9803.0
maize,NL,NL34,2013,10.9,1002.0,10892.0
maize,NL,NL34,2014,13.2,697.0,9227.0
maize,NL,NL34,2015,13.6,771.0,10462.0
maize,NL,NL34,2016,10.5,642.0,6718.0
maize,NL,NL34,2017,12.6,713.0,9009.0
maize,NL,NL34,2018,11.2,834.0,9363.0
maize,NL,NL34,2019,14.7,657.0,9653.0
maize,NL,NL34,2020,6.7,826.0,5546.0
maize,NL,NL41,2008,11.0,7611.0,83446.0
maize,NL,NL41,2009,13.0,6769.0,88213.0
maize,NL,NL41,2010,11.8,6044.0,71418.0
maize,NL,NL41,2011,12.0,5616.0,67634.0
maize,NL,NL41,2012,12.2,4994.0,61101.0
maize,NL,NL41,2013,12.0,4665.0,55965.0
maize,NL,NL41,2014,13.2,3795.0,50033.0
maize,NL,NL41,2015,9.9,3165.0,31374.0
maize,NL,NL41,2016,6.8,2150.0,14538.0
maize,NL,NL41,2017,13.8,2492.0,34307.0
maize,NL,NL41,2018,9.9,2642.0,26226.0
maize,NL,NL41,2019,10.6,4697.0,49609.0
maize,NL,NL41,2020,13.0,4482.0,58220.0
maize,NL,NL42,2008,12.6,5841.0,73639.0
maize,NL,NL42,2009,13.1,5695.0,74452.0
maize,NL,NL42,2010,12.4,5015.0,62162.0
maize,NL,NL42,2011,13.4,4983.0,66697.0
maize,NL,NL42,2012,12.8,4836.0,61961.0
maize,NL,NL42,2013,12.1,4918.0,59455.0
maize,NL,NL42,2014,14.9,4329.0,64488.0
maize,NL,NL42,2015,11.2,3969.0,44391.0
maize,NL,NL42,2016,10.1,3039.0,30725.0
maize,NL,NL42,2017,13.6,3068.0,41800.0
maize,NL,NL42,2018,7.2,2947.0,21290.0
maize,NL,NL42,2019,10.2,3502.0,35652.0
maize,NL,NL42,2020,10.4,3633.0,37753.0
