crop_name,adm_id,planting_doy,maturity_doy
Grain maize,US-41-051,121.0,283.0
Grain maize,US-48-035,97.0,230.0
Grain maize,US-17-017,130.0,274.0
Grain maize,US-13-049,90.6,230.2
Grain maize,US-29-033,112.0,266.0
Grain maize,US-31-157,132.0,278.0
Grain maize,US-26-119,132.25,285.25
Grain maize,US-09-011,128.5,285.5
Grain maize,US-13-283,101.33333333333331,276.6666666666667
Grain maize,US-37-119,114.0,280.0
Grain maize,US-54-043,131.0,276.0
Grain maize,US-45-035,106.33333333333331,270.6666666666667
Grain maize,US-34-041,121.0,283.0
Grain maize,US-12-095,83.33333333333333,225.5
Grain maize,US-47-001,117.33333333333331,257.0
Grain maize,US-05-021,107.0,269.0
Grain maize,US-24-047,122.0,262.0
Grain maize,US-27-145,136.0,281.0
Grain maize,US-48-471,97.0,230.0
Grain maize,US-24-003,120.0,264.75
Grain maize,US-30-059,134.0,252.0
Grain maize,US-22-053,82.0,208.0
Grain maize,US-22-055,94.0,214.0
Grain maize,US-39-043,126.66666666666669,281.3333333333333
Grain maize,US-01-033,112.33333333333331,248.66666666666663
Grain maize,US-38-105,140.0,272.0
Grain maize,US-22-011,81.0,205.0
Grain maize,US-48-407,97.0,230.0
Grain maize,US-13-309,92.0,275.0
Grain maize,US-13-279,105.0,278.0
Grain maize,US-24-033,115.0,261.0
Grain maize,US-29-143,127.0,265.5
Grain maize,US-42-097,143.0,285.0
Grain maize,US-17-129,130.0,274.0
Grain maize,US-12-125,81.0,231.25
Grain maize,US-28-079,86.0,217.5
Grain maize,US-31-091,132.0,278.0
Grain maize,US-41-043,121.0,283.0
Grain maize,US-13-077,92.0,224.0
Grain maize,US-29-087,115.0,267.0
Grain maize,US-10-005,113.0,263.0
Grain maize,US-06-063,134.6,264.2
Grain maize,US-12-069,88.0,214.0
Grain maize,US-42-131,126.5,283.5
Grain maize,US-51-163,126.0,260.0
Grain maize,US-22-113,94.0,214.0
Grain maize,US-51-001,123.0,280.0
Grain maize,US-51-099,126.0,260.0
Grain maize,US-38-037,140.0,272.0
Grain maize,US-18-179,138.0,282.0
Grain maize,US-32-031,136.28571428571428,263.42857142857144
Grain maize,US-38-035,140.0,272.0
Grain maize,US-19-045,133.0,270.0
Grain maize,US-22-119,83.0,207.0
Grain maize,US-21-093,110.0,270.0
Grain maize,US-22-081,90.33333333333331,211.66666666666663
Grain maize,US-22-107,82.75,211.25
Grain maize,US-47-173,115.0,256.0
Grain maize,US-51-185,113.0,268.0
Grain maize,US-40-087,110.0,244.0
Grain maize,US-17-109,130.0,274.0
Grain maize,US-27-083,136.0,281.0
Grain maize,US-46-071,142.0,280.0
Grain maize,US-13-153,95.33333333333331,256.0
Grain maize,US-42-051,121.0,283.0
Grain maize,US-41-021,138.0,295.0
Grain maize,US-01-051,101.0,233.0
Grain maize,US-05-041,119.0,235.0
Grain maize,US-17-197,130.0,274.0
Grain maize,US-21-119,130.0,264.0
Grain maize,US-13-183,94.0,275.0
Grain maize,US-05-061,113.0,229.25
Grain maize,US-12-127,88.0,214.0
Grain maize,US-21-025,130.0,264.0
Grain maize,US-20-075,122.0,260.0
Grain maize,US-27-139,136.0,281.0
Grain maize,US-27-015,136.0,281.0
Grain maize,US-27-053,136.0,281.0
Grain maize,US-42-027,143.0,285.0
Grain maize,US-37-147,116.0,250.0
Grain maize,US-21-017,130.0,264.0
Grain maize,US-45-043,96.0,283.0
Grain maize,US-56-029,136.0,282.0
Grain maize,US-21-183,130.0,264.0
Grain maize,US-23-023,143.5,278.5
Grain maize,US-19-175,133.0,270.0
Grain maize,US-20-149,119.0,264.0
Grain maize,US-19-023,133.0,270.0
Grain maize,US-53-021,124.6,284.2
Grain maize,US-21-007,119.75,272.25
Grain maize,US-45-031,94.0,273.0
Grain maize,US-22-031,83.0,207.0
Grain maize,US-53-071,125.5,284.5
Grain maize,US-01-023,101.0,233.0
Grain maize,US-18-157,91.0,283.0
Grain maize,US-48-005,97.0,230.0
Grain maize,US-08-059,128.0,284.0
Grain maize,US-08-067,128.0,284.0
Grain maize,US-51-029,122.75,262.0
Grain maize,US-26-147,124.75,283.75
Grain maize,US-20-031,122.0,260.0
Grain maize,US-54-085,121.0,264.0
Grain maize,US-31-007,133.33333333333334,279.3333333333333
Grain maize,US-48-443,152.0,283.0
Grain maize,US-28-121,95.0,212.0
Grain maize,US-04-015,109.91666666666669,266.75
Grain maize,US-48-421,97.0,230.0
Grain maize,US-30-049,133.75,252.0
Grain maize,US-48-101,106.0,265.0
Grain maize,US-51-047,123.75,260.0
Grain maize,US-16-031,136.0,279.0
Grain maize,US-08-077,128.0,284.0
Grain maize,US-51-179,123.75,260.0
Grain maize,US-16-025,136.0,279.0
Grain maize,US-19-143,134.5,275.5
Grain maize,US-51-085,126.0,260.0
Grain maize,US-54-021,135.25,268.5
Grain maize,US-40-089,110.0,244.0
Grain maize,US-28-001,79.25,209.25
Grain maize,US-28-145,116.0,243.5
Grain maize,US-08-035,128.0,284.0
Grain maize,US-26-053,121.0,283.0
Grain maize,US-01-109,83.0,282.0
Grain maize,US-51-009,126.0,260.0
Grain maize,US-34-021,121.0,283.0
Grain maize,US-47-003,109.0,262.75
Grain maize,US-21-013,130.0,264.0
Grain maize,US-40-135,108.33333333333331,237.5
Grain maize,US-06-015,121.0,283.0
Grain maize,US-13-163,105.0,287.0
Grain maize,US-12-105,69.33333333333333,260.0
Grain maize,US-55-111,138.0,283.0
Grain maize,US-49-051,130.0,285.0
Grain maize,US-41-007,121.0,283.0
Grain maize,US-54-017,140.0,270.0
Grain maize,US-16-077,136.0,279.0
Grain maize,US-28-051,89.0,212.0
Grain maize,US-48-481,97.0,230.0
Grain maize,US-48-479,97.0,230.0
Grain maize,US-28-073,105.33333333333331,250.0
Grain maize,US-26-047,136.0,286.0
Grain maize,US-26-103,136.0,286.0
Grain maize,US-21-239,121.5,268.5
Grain maize,US-47-037,108.0,269.0
Grain maize,US-37-007,93.75,277.25
Grain maize,US-37-031,116.0,250.0
Grain maize,US-47-143,124.0,258.0
Grain maize,US-26-055,136.0,286.0
Grain maize,US-18-071,91.0,283.0
Grain maize,US-34-007,121.0,283.0
Grain maize,US-37-163,107.0,258.0
Grain maize,US-48-223,97.0,230.0
Grain maize,US-21-203,130.0,264.0
Grain maize,US-54-011,133.0,272.6666666666667
Grain maize,US-13-261,92.0,224.0
Grain maize,US-08-043,128.0,284.0
Grain maize,US-54-071,121.0,283.0
Grain maize,US-16-023,136.0,279.0
Grain maize,US-29-113,124.0,265.25
Grain maize,US-54-047,120.0,270.3333333333333
Grain maize,US-20-067,122.0,260.0
Grain maize,US-12-119,81.0,231.25
Grain maize,US-51-131,122.66666666666669,274.6666666666667
Grain maize,US-48-387,97.0,230.0
Grain maize,US-48-377,152.0,283.0
Grain maize,US-31-009,132.0,278.0
Grain maize,US-54-033,140.0,270.0
Grain maize,US-01-041,82.0,215.0
Grain maize,US-46-055,142.0,280.0
Grain maize,US-46-123,142.0,280.0
Grain maize,US-37-131,116.0,250.0
Grain maize,US-51-017,124.75,265.75
Grain maize,US-12-073,82.0,233.75
Grain maize,US-30-069,134.0,252.0
Grain maize,US-21-063,124.0,266.6666666666667
Grain maize,US-55-019,138.0,283.0
Grain maize,US-16-005,136.0,279.0
Grain maize,US-45-073,114.0,257.0
Grain maize,US-51-081,126.5,278.0
Grain maize,US-08-023,128.0,284.0
Grain maize,US-31-005,132.0,278.0
Grain maize,US-22-043,83.25,207.5
Grain maize,US-13-313,99.5,258.0
Grain maize,US-30-099,133.0,253.0
Grain maize,US-21-229,130.0,264.0
Grain maize,US-22-057,94.0,214.0
Grain maize,US-31-103,132.0,278.0
Grain maize,US-28-131,106.0,295.0
Grain maize,US-48-501,112.0,256.0
Grain maize,US-56-013,136.0,282.0
Grain maize,US-24-025,125.33333333333331,277.3333333333333
Grain maize,US-06-023,93.0,261.5
Grain maize,US-20-069,122.0,260.0
Grain maize,US-13-019,92.0,224.0
Grain maize,US-37-053,118.0,265.5
Grain maize,US-13-319,85.0,276.0
Grain maize,US-47-065,124.0,258.0
Grain maize,US-16-013,136.0,279.0
Grain maize,US-47-097,124.0,258.0
Grain maize,US-06-043,115.5,254.0
Grain maize,US-22-099,94.0,214.0
Grain maize,US-21-089,129.5,273.0
Grain maize,US-21-071,130.0,264.0
Grain maize,US-49-023,130.0,285.0
Grain maize,US-08-091,128.0,284.0
Grain maize,US-38-053,140.0,272.0
Grain maize,US-24-015,127.5,274.5
Grain maize,US-13-263,92.0,224.0
Grain maize,US-21-107,130.0,264.0
Grain maize,US-48-193,97.0,230.0
Grain maize,US-48-389,97.0,230.0
Grain maize,US-13-315,91.0,236.75
Grain maize,US-13-229,92.0,224.0
Grain maize,US-47-049,127.0,261.0
Grain maize,US-12-047,76.0,253.5
Grain maize,US-53-041,121.0,283.0
Grain maize,US-08-001,128.0,284.0
Grain maize,US-13-265,106.25,269.25
Grain maize,US-13-311,92.0,224.0
Grain maize,US-26-141,136.0,286.0
Grain maize,US-40-013,100.33333333333331,251.83333333333331
Grain maize,US-05-093,119.0,235.0
Grain maize,US-47-187,106.0,270.0
Grain maize,US-48-227,97.0,230.0
Grain maize,US-01-107,101.0,233.0
Grain maize,US-47-009,120.0,256.0
Grain maize,US-41-005,121.0,283.0
Grain maize,US-22-075,94.0,214.0
Grain maize,US-48-267,80.83333333333333,226.66666666666663
Grain maize,US-37-103,108.0,254.75
Grain maize,US-16-069,121.0,283.0
Grain maize,US-29-019,128.0,268.0
Grain maize,US-48-015,97.0,230.0
Grain maize,US-22-123,86.66666666666667,211.0
Grain maize,US-37-085,128.0,266.6666666666667
Grain maize,US-13-249,92.0,224.0
Grain maize,US-30-085,134.0,252.0
Grain maize,US-13-075,92.0,224.0
Grain maize,US-51-137,121.5,260.0
Grain maize,US-51-187,126.0,260.0
Grain maize,US-21-011,130.0,264.0
Grain maize,US-48-207,97.0,230.0
Grain maize,US-48-383,97.0,230.0
Grain maize,US-47-119,105.25,258.75
Grain maize,US-08-111,128.0,284.0
Grain maize,US-48-301,97.0,230.0
Grain maize,US-30-089,132.8,253.8
Grain maize,US-54-057,127.33333333333331,278.6666666666667
Grain maize,US-47-127,103.0,261.5
Grain maize,US-47-167,120.66666666666669,249.5
Grain maize,US-51-199,123.0,269.5
Grain maize,US-48-213,97.0,230.0
Grain maize,US-09-001,121.0,283.0
Grain maize,US-48-329,97.0,230.0
Grain maize,US-47-035,121.5,257.25
Grain maize,US-47-079,124.0,258.0
Grain maize,US-47-121,122.33333333333331,257.0
Grain maize,US-47-149,124.0,258.0
Grain maize,US-12-093,88.0,214.0
Grain maize,US-47-117,104.5,264.0
Grain maize,US-47-163,123.66666666666669,257.6666666666667
Grain maize,US-47-031,118.75,259.75
Grain maize,US-13-209,95.25,275.5
Grain maize,US-48-043,83.71428571428571,267.85714285714283
Grain maize,US-48-039,97.0,230.0
Grain maize,US-25-023,122.0,273.0
Grain maize,US-45-003,86.0,285.0
Grain maize,US-20-071,125.0,272.0
Grain maize,US-48-465,93.2,261.8
Grain maize,US-36-075,121.0,283.0
Grain maize,US-38-095,140.0,272.0
Grain maize,US-17-031,130.0,274.0
Grain maize,US-06-037,101.66666666666669,264.1666666666667
Grain maize,US-39-095,121.0,283.0
Grain maize,US-54-059,116.0,271.0
Grain maize,US-39-127,138.0,278.0
Grain maize,US-46-041,142.0,280.0
Grain maize,US-04-005,113.125,267.5625
Grain maize,US-48-125,97.0,230.0
Grain maize,US-05-001,119.0,235.0
Grain maize,US-19-177,133.0,270.0
Grain maize,US-27-023,136.0,281.0
Grain maize,US-01-087,89.0,288.0
Grain maize,US-05-069,119.0,235.0
Grain maize,US-05-091,90.0,207.0
Grain maize,US-06-065,112.33333333333331,261.8333333333333
Grain maize,US-06-101,91.0,252.0
Grain maize,US-06-113,91.0,252.0
Grain maize,US-08-065,128.0,284.0
Grain maize,US-42-005,121.0,283.0
Grain maize,US-13-133,106.25,269.25
Grain maize,US-48-289,97.0,230.0
Grain maize,US-20-163,122.0,260.0
Grain maize,US-53-005,125.5,284.5
Grain maize,US-45-009,90.5,269.0
Grain maize,US-53-011,121.0,283.0
Grain maize,US-51-097,123.0,272.0
Grain maize,US-38-017,140.0,272.0
Grain maize,US-48-037,97.0,230.0
Grain maize,US-42-041,121.0,283.0
Grain maize,US-30-057,134.0,252.0
Grain maize,US-25-027,121.0,283.0
Grain maize,US-13-219,104.5,267.5
Grain maize,US-48-023,97.0,230.0
Grain maize,US-51-037,119.25,265.25
Grain maize,US-38-005,140.0,272.0
Grain maize,US-30-071,134.0,252.0
Grain maize,US-27-089,136.0,281.0
Grain maize,US-27-163,136.0,281.0
Grain maize,US-48-229,97.0,230.0
Grain maize,US-41-061,121.0,283.0
Grain maize,US-16-027,136.0,279.0
Grain maize,US-12-071,60.0,283.0
Grain maize,US-29-099,110.0,273.0
Grain maize,US-13-267,92.25,275.75
Grain maize,US-49-019,130.0,285.0
Grain maize,US-26-137,132.25,285.25
Grain maize,US-37-069,116.0,250.0
Grain maize,US-36-067,128.5,285.5
Grain maize,US-28-143,124.0,238.0
Grain maize,US-16-029,136.0,279.0
Grain maize,US-48-139,97.0,230.0
Grain maize,US-16-083,136.0,279.0
Grain maize,US-54-031,127.0,274.0
Grain maize,US-12-001,88.0,214.0
Grain maize,US-23-025,151.0,277.0
Grain maize,US-41-003,121.0,283.0
Grain maize,US-22-117,94.0,214.0
Grain maize,US-51-133,117.75,273.75
Grain maize,US-16-043,136.0,279.0
Grain maize,US-42-095,121.0,283.0
Grain maize,US-48-025,97.0,230.0
Grain maize,US-29-207,128.0,268.0
Grain maize,US-20-133,110.0,267.25
Grain maize,US-40-075,109.0,250.0
Grain maize,US-24-011,113.0,266.0
Grain maize,US-06-033,106.0,265.0
Grain maize,US-06-039,117.0,269.0
Grain maize,US-06-099,91.0,252.0
Grain maize,US-45-079,94.5,268.5
Grain maize,US-45-021,111.0,267.25
Grain maize,US-12-077,88.0,214.0
Grain maize,US-33-017,143.5,272.5
Grain maize,US-37-033,112.0,261.0
Grain maize,US-54-067,121.0,283.0
Grain maize,US-31-071,132.0,278.0
Grain maize,US-24-023,121.0,283.0
Grain maize,US-22-101,94.0,214.0
Grain maize,US-12-097,88.0,214.0
Grain maize,US-39-061,138.0,278.0
Grain maize,US-18-061,91.0,283.0
Grain maize,US-19-063,134.5,275.5
Grain maize,US-48-203,97.0,230.0
Grain maize,US-42-127,121.0,283.0
Grain maize,US-30-083,134.0,252.0
Grain maize,US-20-195,122.0,260.0
Grain maize,US-51-145,124.75,265.75
Grain maize,US-51-031,126.0,260.0
Grain maize,US-53-031,121.0,283.0
Grain maize,US-50-027,131.0,286.3333333333333
Grain maize,US-37-121,118.0,255.66666666666663
Grain maize,US-42-031,143.0,285.0
Grain maize,US-05-037,119.0,235.0
Grain maize,US-45-005,85.5,278.25
Grain maize,US-53-055,121.0,283.0
Grain maize,US-36-113,136.0,288.0
Grain maize,US-37-049,116.0,250.0
Grain maize,US-37-055,132.0,287.0
Grain maize,US-36-051,136.0,288.0
Grain maize,US-18-021,106.66666666666669,282.6666666666667
Grain maize,US-29-189,128.0,268.0
Grain maize,US-29-195,128.0,268.0
Grain maize,US-34-011,121.0,283.0
Grain maize,US-34-019,121.0,283.0
Grain maize,US-56-035,136.0,282.0
Grain maize,US-51-103,119.5,278.0
Grain maize,US-17-027,120.25,276.25
Grain maize,US-48-103,97.0,230.0
Grain maize,US-55-057,138.0,283.0
Grain maize,US-13-245,94.5,281.75
Grain maize,US-37-047,105.0,253.5
Grain maize,US-37-111,115.0,254.5
Grain maize,US-56-027,132.25,282.25
Grain maize,US-36-009,136.0,288.0
Grain maize,US-29-031,128.0,268.0
Grain maize,US-27-173,136.0,281.0
Grain maize,US-56-025,136.0,282.0
Grain maize,US-25-009,136.0,273.0
Grain maize,US-08-005,128.0,284.0
Grain maize,US-13-171,96.5,247.5
Grain maize,US-45-017,91.0,216.0
Grain maize,US-13-007,92.0,224.0
Grain maize,US-16-073,136.0,279.0
Grain maize,US-47-029,114.0,255.0
Grain maize,US-42-103,121.0,283.0
Grain maize,US-42-099,129.8,283.8
Grain maize,US-28-083,88.5,211.5
Grain maize,US-42-067,134.2,284.2
Grain maize,US-06-081,91.0,252.0
Grain maize,US-49-043,130.0,285.0
Grain maize,US-41-033,121.0,283.0
Grain maize,US-47-147,116.75,268.25
Grain maize,US-18-149,138.0,282.0
Grain maize,US-20-057,122.0,260.0
Grain maize,US-51-059,126.0,260.0
Grain maize,US-05-015,106.5,239.0
Grain maize,US-27-073,136.0,281.0
Grain maize,US-27-027,136.0,281.0
Grain maize,US-22-045,91.6,213.4
Grain maize,US-27-107,136.0,281.0
Grain maize,US-51-089,126.0,260.0
Grain maize,US-23-007,151.0,277.0
Grain maize,US-27-069,136.0,281.0
Grain maize,US-55-131,138.0,283.0
Grain maize,US-45-057,89.0,287.0
Grain maize,US-51-003,126.0,260.0
Grain maize,US-45-051,110.25,265.0
Grain maize,US-22-013,94.0,214.0
Grain maize,US-21-043,112.0,272.0
Grain maize,US-48-469,97.0,230.0
Grain maize,US-55-075,138.0,283.0
Grain maize,US-19-083,133.0,270.0
Grain maize,US-06-041,91.0,252.0
Grain maize,US-05-121,104.0,278.0
Grain maize,US-13-157,109.0,269.5
Grain maize,US-51-069,126.0,260.0
Grain maize,US-34-013,121.0,283.0
Grain maize,US-48-199,97.0,230.0
Grain maize,US-20-131,122.0,271.0
Grain maize,US-04-007,113.0,268.0
Grain maize,US-05-117,102.8,221.4
Grain maize,US-48-435,71.75,243.0
Grain maize,US-48-239,97.0,230.0
Grain maize,US-21-217,130.0,264.0
Grain maize,US-06-079,94.66666666666669,255.83333333333331
Grain maize,US-36-105,121.0,283.0
Grain maize,US-41-023,138.0,295.0
Grain maize,US-48-269,97.0,230.0
Grain maize,US-13-031,80.0,275.0
Grain maize,US-05-017,87.0,212.0
Grain maize,US-48-311,60.0,283.0
Grain maize,US-08-033,128.0,284.0
Grain maize,US-42-033,143.0,285.0
Grain maize,US-16-085,136.0,279.0
Grain maize,US-49-015,130.0,285.0
Grain maize,US-53-053,121.0,283.0
Grain maize,US-54-095,125.75,271.25
Grain maize,US-36-059,121.0,283.0
Grain maize,US-48-027,89.25,238.25
Grain maize,US-24-029,134.0,266.0
Grain maize,US-37-095,125.5,270.1666666666667
Grain maize,US-45-053,89.0,276.5
Grain maize,US-18-175,91.0,283.0
Grain maize,US-18-051,91.0,283.0
Grain maize,US-05-025,85.0,210.0
Grain maize,US-51-117,126.0,260.0
Grain maize,US-13-291,92.0,224.0
Grain maize,US-13-301,105.0,277.0
Grain maize,US-32-001,138.0,251.0
Grain maize,US-36-013,121.0,283.0
Grain maize,US-05-133,111.0,227.33333333333331
Grain maize,US-20-023,122.0,260.0
Grain maize,US-51-033,126.0,260.0
Grain maize,US-48-353,97.0,230.0
Grain maize,US-37-065,123.0,263.0
Grain maize,US-47-045,125.0,260.5
Grain maize,US-01-055,102.5,246.0
Grain maize,US-01-131,92.0,257.5
Grain maize,US-01-035,101.0,233.0
Grain maize,US-48-127,97.0,230.0
Grain maize,US-21-165,125.5,266.0
Grain maize,US-01-115,101.0,233.0
Grain maize,US-08-063,128.0,284.0
Grain maize,US-17-043,130.0,274.0
Grain maize,US-26-003,136.0,286.0
Grain maize,US-41-001,138.0,295.0
Grain maize,US-18-027,91.0,283.0
Grain maize,US-08-113,128.5,284.25
Grain maize,US-42-123,143.0,285.0
Grain maize,US-51-153,126.0,260.0
Grain maize,US-21-125,130.0,264.0
Grain maize,US-05-107,120.25,235.75
Grain maize,US-48-107,97.0,230.0
Grain maize,US-21-139,130.0,264.0
Grain maize,US-21-159,123.0,267.5
Grain maize,US-48-087,97.0,230.0
Grain maize,US-19-027,133.0,270.0
Grain maize,US-05-085,89.0,207.0
Grain maize,US-48-091,69.0,268.0
Grain maize,US-47-093,118.0,256.75
Grain maize,US-23-003,147.625,269.0
Grain maize,US-51-067,123.75,260.5
Grain maize,US-20-095,120.5,264.0
Grain maize,US-06-007,91.0,252.0
Grain maize,US-25-001,127.25,269.0
Grain maize,US-20-001,122.0,260.0
Grain maize,US-37-107,116.0,250.0
Grain maize,US-01-025,101.0,233.0
Grain maize,US-51-181,122.33333333333331,278.3333333333333
Grain maize,US-48-287,97.0,230.0
Grain maize,US-53-067,121.0,283.0
Grain maize,US-05-109,119.0,235.0
Grain maize,US-17-189,130.0,274.0
Grain maize,US-27-119,136.0,281.0
Grain maize,US-37-115,116.0,250.0
Grain maize,US-27-097,136.0,281.0
Grain maize,US-42-049,129.8,283.8
Grain maize,US-26-115,121.0,283.0
Grain maize,US-53-025,130.0,286.0
Grain maize,US-01-111,105.66666666666669,254.0
Grain maize,US-06-021,108.0,264.0
Grain maize,US-45-049,85.0,283.0
Grain maize,US-26-099,136.0,286.0
Grain maize,US-51-109,123.75,260.0
Grain maize,US-26-063,136.0,286.0
Grain maize,US-24-041,115.0,272.0
Grain maize,US-27-129,136.0,281.0
Grain maize,US-55-037,138.0,283.0
Grain maize,US-21-069,121.0,273.0
Grain maize,US-22-105,83.4,212.8
Grain maize,US-48-001,97.0,230.0
Grain maize,US-18-125,91.0,283.0
Grain maize,US-38-097,140.0,272.0
Grain maize,US-46-009,137.0,279.0
Grain maize,US-48-009,97.0,230.0
Grain maize,US-19-035,133.0,270.0
Grain maize,US-05-039,86.25,210.25
Grain maize,US-29-171,130.5,269.0
Grain maize,US-28-013,108.0,227.0
Grain maize,US-54-025,122.66666666666669,275.3333333333333
Grain maize,US-04-025,114.1,264.5
Grain maize,US-13-025,92.5,249.5
Grain maize,US-26-029,136.0,286.0
Grain maize,US-40-145,107.75,257.25
Grain maize,US-36-029,121.0,283.0
Grain maize,US-21-123,125.0,265.5
Grain maize,US-01-113,101.0,233.0
Grain maize,US-37-141,101.75,256.5
Grain maize,US-30-027,134.0,252.0
Grain maize,US-30-063,134.0,252.0
Grain maize,US-51-053,122.75,279.0
Grain maize,US-54-005,118.5,279.5
Grain maize,US-05-081,119.0,235.0
Grain maize,US-18-137,91.0,283.0
Grain maize,US-48-061,97.0,230.0
Grain maize,US-01-101,110.0,294.0
Grain maize,US-51-073,121.25,273.75
Grain maize,US-28-151,90.0,206.0
Grain maize,US-13-073,99.0,277.5
Grain maize,US-30-077,134.0,252.0
Grain maize,US-48-437,103.25,241.75
Grain maize,US-12-123,60.0,283.0
Grain maize,US-12-013,88.0,214.0
Grain maize,US-16-003,136.0,279.0
Grain maize,US-13-213,99.0,258.0
Grain maize,US-21-029,115.25,270.25
Grain maize,US-48-109,87.75,243.25
Grain maize,US-24-045,120.0,268.3333333333333
Grain maize,US-37-079,120.66666666666669,258.6666666666667
Grain maize,US-21-231,130.0,264.0
Grain maize,US-48-141,97.0,230.0
Grain maize,US-21-109,126.5,267.0
Grain maize,US-38-055,140.0,272.0
Grain maize,US-51-036,119.5,277.5
Grain maize,US-13-217,102.5,257.5
Grain maize,US-36-061,121.0,283.0
Grain maize,US-47-155,116.33333333333331,255.66666666666663
Grain maize,US-21-061,130.0,264.0
Grain maize,US-06-095,91.0,252.0
Grain maize,US-41-047,121.0,283.0
Grain maize,US-47-073,124.0,259.75
Grain maize,US-20-053,122.0,260.0
Grain maize,US-22-017,93.14285714285714,218.8571428571429
Grain maize,US-47-151,127.0,261.0
Grain maize,US-47-159,124.0,258.0
Grain maize,US-30-007,130.0,255.0
Grain maize,US-48-195,97.0,230.0
Grain maize,US-06-001,91.0,252.0
Grain maize,US-22-109,94.0,214.0
Grain maize,US-22-029,82.0,211.0
Grain maize,US-45-091,99.75,278.5
Grain maize,US-04-027,108.6,264.8
Grain maize,US-12-037,87.0,237.83333333333331
Grain maize,US-12-029,60.0,283.0
Grain maize,US-06-061,114.0,258.3333333333333
Grain maize,US-12-133,60.0,283.0
Grain maize,US-47-055,105.5,255.75
Grain maize,US-48-379,97.0,230.0
Grain maize,US-12-129,88.0,214.0
Grain maize,US-13-271,91.5,262.0
Grain maize,US-18-159,91.0,283.0
Grain maize,US-01-129,80.0,213.0
Grain maize,US-06-055,91.0,252.0
Grain maize,US-54-073,121.0,264.0
Grain maize,US-37-099,116.0,250.0
Grain maize,US-48-051,97.0,230.0
Grain maize,US-13-103,92.0,276.0
Grain maize,US-48-431,60.0,283.0
Grain maize,US-48-063,97.0,230.0
Grain maize,US-08-031,128.0,284.0
Grain maize,US-28-089,86.0,213.0
Grain maize,US-54-087,140.0,270.0
Grain maize,US-54-027,140.0,270.0
Grain maize,US-12-131,85.0,284.0
Grain maize,US-54-103,130.5,272.75
Grain maize,US-54-083,121.0,283.0
Grain maize,US-21-209,130.0,264.0
Grain maize,US-37-149,116.0,250.0
Grain maize,US-08-051,128.0,284.0
Grain maize,US-06-057,91.0,252.0
Grain maize,US-51-610,126.0,260.0
Grain maize,US-06-069,91.0,252.0
Grain maize,US-51-075,126.0,260.0
Grain maize,US-21-121,130.0,264.0
Grain maize,US-35-017,122.0,275.0
Grain maize,US-35-021,122.0,275.0
Grain maize,US-37-059,111.75,261.0
Grain maize,US-08-049,128.0,284.0
Grain maize,US-29-069,122.33333333333331,261.0
Grain maize,US-29-183,128.0,268.0
Grain maize,US-13-237,100.0,243.5
Grain maize,US-22-073,92.0,212.5
Grain maize,US-48-187,67.5,240.5
Grain maize,US-48-491,83.0,218.0
Grain maize,US-39-123,125.25,281.75
Grain maize,US-30-051,134.0,252.0
Grain maize,US-06-077,91.0,252.0
Grain maize,US-16-059,136.0,279.0
Grain maize,US-13-141,108.0,263.0
