crop_name,country_code,adm_id,harvest_year,yield,harvest_area,production
maize,ES,ES114,2008,5.15,5954.0,30662.0
maize,ES,ES114,2009,5.41,6046.0,32709.0
maize,ES,ES114,2010,5.41,5564.0,30101.24
maize,ES,ES114,2011,6.543,5434.0,35553.945
maize,ES,ES114,2012,7.916,6007.0,47551.412
maize,ES,ES114,2013,6.953,6161.0,42837.433
maize,ES,ES114,2014,8.394,6113.0,51312.522
maize,ES,ES114,2015,8.24,6007.0,49497.68
maize,ES,ES114,2016,7.96,5808.0,46232.0
maize,ES,ES114,2017,5.15,5964.0,30715.0
maize,ES,ES114,2018,5.002,5627.0,28146.0
maize,ES,ES114,2019,4.894,5146.0,25185.0
maize,ES,ES114,2020,5.01,5248.0,26293.0
maize,ES,ES120,1998,2.222,1800.0,4000.0
maize,ES,ES120,1999,2.25,1750.0,3938.0
maize,ES,ES120,2000,2.3,1700.0,3910.0
maize,ES,ES120,2001,2.281,1600.0,3650.0
maize,ES,ES120,2003,2.333,1200.0,2800.0
maize,ES,ES120,2004,2.36,1000.0,2360.0
maize,ES,ES120,2005,2.469,800.0,1975.0
maize,ES,ES120,2006,2.6,650.0,1690.0
maize,ES,ES120,2007,2.642,600.0,1585.0
maize,ES,ES120,2008,2.5,400.0,1000.0
maize,ES,ES120,2009,2.5,300.0,750.0
maize,ES,ES120,2010,2.419,310.0,749.89
maize,ES,ES120,2011,2.187,320.0,699.84
maize,ES,ES120,2012,2.2,333.0,732.6
maize,ES,ES120,2013,2.5,300.0,750.0
maize,ES,ES120,2014,2.1,405.0,850.5
maize,ES,ES120,2015,2.1,400.0,840.0
maize,ES,ES120,2016,2.5,412.0,1030.0
maize,ES,ES120,2018,2.6,455.0,1183.0
maize,ES,ES120,2019,2.601,431.0,1121.0
maize,ES,ES120,2020,2.6,478.0,1243.0
maize,ES,ES130,1998,4.105,57.0,234.0
maize,ES,ES130,1999,4.103,29.0,119.0
maize,ES,ES130,2000,4.103,29.0,119.0
maize,ES,ES130,2001,4.111,27.0,111.0
maize,ES,ES130,2002,1.098,1497.0,1643.0
maize,ES,ES130,2003,4.2,130.0,546.0
maize,ES,ES130,2004,6.0,125.0,750.0
maize,ES,ES130,2005,6.0,125.0,750.0
maize,ES,ES130,2006,5.367,2042.0,10960.0
maize,ES,ES130,2009,2.576,92.0,237.0
maize,ES,ES130,2010,2.6,325.0,845.0
maize,ES,ES130,2011,4.163,325.0,1352.975
maize,ES,ES130,2012,4.163,325.0,1352.975
maize,ES,ES130,2013,2.6,546.0,1419.6
maize,ES,ES130,2014,2.6,133.0,345.8
maize,ES,ES130,2015,2.6,133.0,345.8
maize,ES,ES130,2016,2.6,417.0,1084.2
maize,ES,ES130,2019,1.5,12.0,18.0
maize,ES,ES130,2020,0.0,0.0,0.0
maize,ES,ES211,1998,3.0,15.0,45.0
maize,ES,ES211,1999,3.5,16.0,56.0
maize,ES,ES211,2000,3.353,17.0,57.0
maize,ES,ES211,2001,4.04,25.0,101.0
maize,ES,ES211,2002,1.312,23083.0,30296.0
maize,ES,ES211,2003,2.579,38.0,98.0
maize,ES,ES211,2004,3.333,33.0,110.0
maize,ES,ES211,2005,2.743,35.0,96.0
maize,ES,ES211,2006,3.652,23.0,84.0
maize,ES,ES211,2007,4.048,21.0,85.0
maize,ES,ES211,2008,3.5,28.0,98.0
maize,ES,ES211,2009,3.538,13.0,46.0
maize,ES,ES211,2010,3.786,14.0,53.0
maize,ES,ES211,2011,4.0,2.0,8.0
maize,ES,ES211,2012,3.5,2.0,7.0
maize,ES,ES211,2013,3.23,13.0,41.99
maize,ES,ES211,2014,3.23,13.0,41.99
maize,ES,ES211,2015,4.111,9.0,37.0
maize,ES,ES211,2018,4.5,2.0,9.0
maize,ES,ES211,2019,4.75,4.0,19.0
maize,ES,ES211,2020,4.5,4.0,18.0
maize,ES,ES212,1998,3.25,675.0,2194.0
maize,ES,ES212,1999,2.8,550.0,1540.0
maize,ES,ES212,2000,3.256,402.0,1309.0
maize,ES,ES212,2001,3.342,365.0,1220.0
maize,ES,ES212,2003,2.508,325.0,815.0
maize,ES,ES212,2004,3.613,315.0,1138.0
maize,ES,ES212,2005,2.726,310.0,845.0
maize,ES,ES212,2006,3.2,300.0,960.0
maize,ES,ES212,2007,3.473,300.0,1042.0
maize,ES,ES212,2008,3.323,300.0,997.0
maize,ES,ES212,2009,3.39,300.0,1017.0
maize,ES,ES212,2010,3.248,172.0,558.57
maize,ES,ES212,2011,3.393,172.0,583.625
maize,ES,ES212,2012,3.14,173.0,543.28
maize,ES,ES212,2013,2.998,202.0,605.62
maize,ES,ES212,2014,3.106,228.0,708.11
maize,ES,ES212,2015,4.2,197.0,827.4
maize,ES,ES212,2016,2.6,110.0,286.0
maize,ES,ES212,2017,2.8,105.0,294.0
maize,ES,ES212,2018,3.0,103.0,309.0
maize,ES,ES212,2019,3.198,101.0,323.0
maize,ES,ES212,2020,3.297,101.0,333.0
maize,ES,ES213,1998,3.151,205.0,646.0
maize,ES,ES213,1999,2.751,185.0,509.0
maize,ES,ES213,2000,3.167,162.0,513.0
maize,ES,ES213,2001,3.219,160.0,515.0
maize,ES,ES213,2002,1.872,1099.0,2057.0
maize,ES,ES213,2003,2.503,145.0,363.0
maize,ES,ES213,2004,3.421,140.0,479.0
maize,ES,ES213,2005,2.5,140.0,350.0
maize,ES,ES213,2006,2.9,140.0,406.0
maize,ES,ES213,2007,3.2,140.0,448.0
maize,ES,ES213,2008,3.05,140.0,427.0
maize,ES,ES213,2009,3.071,140.0,430.0
maize,ES,ES213,2010,3.148,135.0,425.0
maize,ES,ES213,2011,3.326,135.0,449.0
maize,ES,ES213,2012,3.104,138.0,428.31
maize,ES,ES213,2013,3.041,147.0,447.0
maize,ES,ES213,2014,3.168,139.0,440.33
maize,ES,ES213,2015,4.114,113.0,464.9
maize,ES,ES213,2016,1.958,69.0,135.0
maize,ES,ES213,2017,3.0,70.0,210.0
maize,ES,ES213,2018,3.197,71.0,227.0
maize,ES,ES213,2019,3.556,72.0,256.0
maize,ES,ES213,2020,3.75,72.0,270.0
maize,ES,ES220,1998,8.69,16849.0,146412.0
maize,ES,ES220,1999,8.148,13300.0,108384.0
maize,ES,ES220,2000,8.369,14160.0,118509.0
maize,ES,ES220,2001,8.27,15598.0,128999.0
maize,ES,ES220,2002,0.977,222.0,217.0
maize,ES,ES220,2003,7.798,15187.0,118426.0
maize,ES,ES220,2004,7.715,15350.0,118419.0
maize,ES,ES220,2005,8.445,12582.0,106254.0
maize,ES,ES220,2006,9.149,10842.0,99197.0
maize,ES,ES220,2007,9.849,12885.0,126907.0
maize,ES,ES220,2008,9.936,15012.0,149163.0
maize,ES,ES220,2009,10.63,13413.0,142583.0
maize,ES,ES220,2010,10.015,13310.0,133302.002
maize,ES,ES220,2011,11.333,14468.0,163972.775
maize,ES,ES220,2012,10.818,18715.0,202450.709
maize,ES,ES220,2013,10.59,22332.0,236499.039
maize,ES,ES220,2014,11.379,20995.0,238908.84
maize,ES,ES220,2015,10.836,18235.0,197601.021
maize,ES,ES220,2016,10.607,14861.0,157625.52
maize,ES,ES220,2018,12.006,13462.0,161624.0
maize,ES,ES220,2019,11.501,15280.0,175740.0
maize,ES,ES220,2020,11.386,16106.0,183380.0
maize,ES,ES230,1998,8.75,1488.0,13020.0
maize,ES,ES230,1999,8.8,1339.0,11783.0
maize,ES,ES230,2000,8.67,1620.0,14045.0
maize,ES,ES230,2001,8.756,1626.0,14237.0
maize,ES,ES230,2003,8.797,1552.0,13653.0
maize,ES,ES230,2004,8.66,1642.0,14219.0
maize,ES,ES230,2005,8.514,1551.0,13205.0
maize,ES,ES230,2006,9.699,1058.0,10262.0
maize,ES,ES230,2007,8.989,871.0,7829.0
maize,ES,ES230,2008,8.456,893.0,7551.0
maize,ES,ES230,2009,8.363,747.0,6247.0
maize,ES,ES230,2010,9.511,505.0,4803.055
maize,ES,ES230,2011,9.901,570.0,5643.57
maize,ES,ES230,2012,9.502,668.0,6347.336
maize,ES,ES230,2013,9.11,940.0,8563.4
maize,ES,ES230,2014,11.302,896.0,10126.592
maize,ES,ES230,2015,9.948,633.0,6297.084
maize,ES,ES230,2016,9.487,487.0,4620.169
maize,ES,ES230,2018,11.613,416.0,4831.0
maize,ES,ES230,2019,11.846,428.0,5070.0
maize,ES,ES230,2020,12.165,394.0,4793.0
maize,ES,ES241,1998,9.691,39666.0,384403.0
maize,ES,ES241,1999,10.369,26994.0,279901.0
maize,ES,ES241,2000,9.803,42373.0,415373.0
maize,ES,ES241,2001,9.912,53128.0,526605.0
maize,ES,ES241,2003,9.138,50063.0,457476.0
maize,ES,ES241,2004,10.693,51585.0,551598.0
maize,ES,ES241,2005,8.9,34702.0,308848.0
maize,ES,ES241,2006,10.322,30262.0,312364.0
maize,ES,ES241,2007,9.781,40397.0,395126.0
maize,ES,ES241,2008,9.6,29817.0,286243.0
maize,ES,ES241,2009,10.85,38130.0,413711.0
maize,ES,ES241,2010,12.0,35918.0,431016.0
maize,ES,ES241,2011,12.45,45578.0,567446.1
maize,ES,ES241,2012,11.996,38268.0,459081.0
maize,ES,ES241,2013,12.785,48840.0,624420.948
maize,ES,ES241,2014,12.527,52431.0,656803.137
maize,ES,ES241,2015,12.596,51179.0,644654.968
maize,ES,ES241,2016,13.407,60154.0,806493.0
maize,ES,ES241,2017,13.066,64805.0,846753.0
maize,ES,ES241,2018,11.98,63316.0,758524.0
maize,ES,ES241,2019,11.623,70546.0,819988.0
maize,ES,ES241,2020,12.465,66339.0,826916.0
maize,ES,ES242,1998,8.345,4977.0,41535.0
maize,ES,ES242,1999,8.234,3164.0,26052.0
maize,ES,ES242,2000,8.195,3590.0,29420.0
maize,ES,ES242,2001,8.177,4813.0,39358.0
maize,ES,ES242,2002,0.888,10337.0,9184.0
maize,ES,ES242,2003,8.963,5295.0,47461.0
maize,ES,ES242,2004,8.527,5905.0,50352.0
maize,ES,ES242,2005,9.169,5801.0,53189.0
maize,ES,ES242,2006,9.725,4507.0,43830.0
maize,ES,ES242,2007,9.346,4287.0,40067.0
maize,ES,ES242,2008,8.437,3904.0,32939.0
maize,ES,ES242,2009,9.301,3859.0,35892.0
maize,ES,ES242,2010,9.235,3265.0,30152.901
maize,ES,ES242,2011,10.137,3701.0,37517.925
maize,ES,ES242,2012,10.208,3457.0,35290.07
maize,ES,ES242,2013,10.703,3414.0,36540.992
maize,ES,ES242,2014,11.531,4067.0,46895.0
maize,ES,ES242,2015,10.936,3474.0,37989.974
maize,ES,ES242,2016,11.0,3299.0,36290.0
maize,ES,ES242,2017,10.516,2576.0,27090.0
maize,ES,ES242,2018,9.752,1947.0,18987.0
maize,ES,ES242,2019,11.5,1971.0,22666.0
maize,ES,ES242,2020,11.278,1685.0,19003.0
maize,ES,ES243,1998,9.377,38210.0,358298.0
maize,ES,ES243,1999,8.744,28721.0,251142.0
maize,ES,ES243,2000,8.747,32841.0,287275.0
maize,ES,ES243,2001,8.5,41460.0,352418.0
maize,ES,ES243,2002,1.238,29165.0,36101.0
maize,ES,ES243,2003,6.498,32983.0,214310.0
maize,ES,ES243,2004,9.597,33548.0,321969.0
maize,ES,ES243,2005,8.497,25009.0,212501.0
maize,ES,ES243,2006,9.813,19153.0,187943.0
maize,ES,ES243,2007,10.772,23277.0,250743.0
maize,ES,ES243,2008,9.986,26136.0,260989.0
maize,ES,ES243,2009,9.835,24118.0,237210.0
maize,ES,ES243,2010,9.822,17783.0,174659.45
maize,ES,ES243,2011,10.856,22069.0,239587.004
maize,ES,ES243,2012,10.715,19569.0,209683.979
maize,ES,ES243,2013,11.629,24516.0,285088.02
maize,ES,ES243,2014,11.632,22960.0,267073.995
maize,ES,ES243,2015,10.303,23031.0,237279.678
maize,ES,ES243,2016,11.72,19355.0,226844.0
maize,ES,ES243,2017,11.411,17883.0,204061.0
maize,ES,ES243,2018,11.086,15595.0,172889.0
maize,ES,ES243,2019,11.332,15711.0,178033.0
maize,ES,ES243,2020,12.811,15839.0,202906.0
maize,ES,ES300,1998,10.224,10453.0,106871.0
maize,ES,ES300,1999,11.581,9037.0,104657.0
maize,ES,ES300,2000,10.605,9240.0,97990.0
maize,ES,ES300,2001,11.042,9871.0,108996.0
maize,ES,ES300,2003,13.99,9596.0,134249.0
maize,ES,ES300,2004,13.0,9773.0,127049.0
maize,ES,ES300,2005,11.62,7872.0,91473.0
maize,ES,ES300,2006,11.954,5310.0,63476.0
maize,ES,ES300,2007,12.806,5483.0,70215.0
maize,ES,ES300,2008,9.871,5559.0,54873.0
maize,ES,ES300,2009,11.465,5850.0,67070.0
maize,ES,ES300,2010,12.746,6132.0,78158.472
maize,ES,ES300,2011,13.475,5545.0,74718.875
maize,ES,ES300,2012,14.491,7331.0,106233.521
maize,ES,ES300,2013,13.623,7251.0,98780.373
maize,ES,ES300,2014,12.941,7269.0,94068.129
maize,ES,ES300,2015,12.515,6161.0,77104.915
maize,ES,ES300,2016,12.515,5772.0,72236.58
maize,ES,ES300,2018,11.817,4250.0,50221.0
maize,ES,ES300,2019,11.22,5042.0,56572.0
maize,ES,ES411,1998,7.308,751.0,5488.0
maize,ES,ES411,1999,7.784,898.0,6990.0
maize,ES,ES411,2000,9.5,1163.0,11049.0
maize,ES,ES411,2001,9.0,1518.0,13662.0
maize,ES,ES411,2003,7.64,1343.0,10260.0
maize,ES,ES411,2004,7.207,1471.0,10601.0
maize,ES,ES411,2005,9.814,1212.0,11895.0
maize,ES,ES411,2006,7.964,891.0,7096.0
maize,ES,ES411,2007,8.07,877.0,7077.0
maize,ES,ES411,2008,8.205,1034.0,8484.0
maize,ES,ES411,2009,8.0,176.0,1408.0
maize,ES,ES411,2010,8.002,246.0,1968.47
maize,ES,ES411,2011,10.635,715.0,7604.2
maize,ES,ES411,2012,12.0,945.0,11340.0
maize,ES,ES411,2013,13.7,1511.0,20700.7
maize,ES,ES411,2014,13.91,1591.0,22130.81
maize,ES,ES411,2015,12.25,1771.0,21694.75
maize,ES,ES411,2016,12.45,1276.0,15886.0
maize,ES,ES411,2017,13.0,1390.0,18070.0
maize,ES,ES411,2018,13.607,1163.0,15825.0
maize,ES,ES411,2019,11.607,410.0,4759.0
maize,ES,ES411,2020,11.9,1278.0,15208.0
maize,ES,ES412,1998,9.72,1713.0,16650.0
maize,ES,ES412,1999,9.97,1256.0,12522.0
maize,ES,ES412,2000,9.85,861.0,8481.0
maize,ES,ES412,2001,9.36,970.0,9079.0
maize,ES,ES412,2002,1.225,8231.0,10084.0
maize,ES,ES412,2003,9.017,652.0,5879.0
maize,ES,ES412,2004,7.781,1495.0,11632.0
maize,ES,ES412,2005,9.05,1276.0,11548.0
maize,ES,ES412,2006,9.39,1192.0,11193.0
maize,ES,ES412,2007,9.914,560.0,5552.0
maize,ES,ES412,2008,9.822,495.0,4862.0
maize,ES,ES412,2009,10.0,315.0,3150.0
maize,ES,ES412,2010,11.02,556.0,6127.12
maize,ES,ES412,2011,11.02,659.0,7262.18
maize,ES,ES412,2012,9.414,725.0,6825.15
maize,ES,ES412,2013,10.5,850.0,8925.0
maize,ES,ES412,2014,10.5,950.0,9975.0
maize,ES,ES412,2015,10.5,1046.0,10983.0
maize,ES,ES412,2016,12.0,980.0,11760.0
maize,ES,ES412,2017,13.0,743.0,9659.0
maize,ES,ES412,2018,11.975,647.0,7748.0
maize,ES,ES412,2019,15.0,661.0,9915.0
maize,ES,ES412,2020,13.885,681.0,9456.0
maize,ES,ES413,1998,9.465,51410.0,486602.0
maize,ES,ES413,1999,8.972,51222.0,459558.0
maize,ES,ES413,2000,7.981,61447.0,490412.0
maize,ES,ES413,2001,8.995,64299.0,578376.0
maize,ES,ES413,2002,1.165,1931.0,2249.0
maize,ES,ES413,2003,9.498,62208.0,590873.0
maize,ES,ES413,2004,9.6,65250.0,626400.0
maize,ES,ES413,2005,9.5,60500.0,574750.0
maize,ES,ES413,2006,9.6,57650.0,553440.0
maize,ES,ES413,2007,8.2,62000.0,508400.0
maize,ES,ES413,2008,8.6,59000.0,507400.0
maize,ES,ES413,2009,9.5,57152.0,542944.0
maize,ES,ES413,2010,10.2,54134.0,552166.8
maize,ES,ES413,2011,10.4,56285.0,585364.0
maize,ES,ES413,2012,9.5,60381.0,573619.5
maize,ES,ES413,2013,10.1,65263.0,659156.3
maize,ES,ES413,2014,9.9,66508.0,658429.2
maize,ES,ES413,2015,11.9,64546.0,768097.4
maize,ES,ES413,2016,9.7,57860.0,561242.0
maize,ES,ES413,2017,9.7,53875.0,522588.0
maize,ES,ES413,2018,12.5,57176.0,714700.0
maize,ES,ES413,2019,12.4,69019.0,855836.0
maize,ES,ES413,2020,12.45,71837.0,894371.0
maize,ES,ES414,1998,9.5,6100.0,57950.0
maize,ES,ES414,1999,5.944,5700.0,33880.0
maize,ES,ES414,2000,6.394,7697.0,49216.0
maize,ES,ES414,2001,4.551,9030.0,41100.0
maize,ES,ES414,2002,0.718,160780.0,115510.0
maize,ES,ES414,2003,8.548,7354.0,62863.0
maize,ES,ES414,2004,9.0,7102.0,63918.0
maize,ES,ES414,2005,9.0,5157.0,46413.0
maize,ES,ES414,2006,9.0,4424.0,39816.0
maize,ES,ES414,2007,7.5,5816.0,43620.0
maize,ES,ES414,2008,7.0,3719.0,26033.0
maize,ES,ES414,2009,9.0,2823.0,25407.0
maize,ES,ES414,2010,9.5,2969.0,28205.5
maize,ES,ES414,2011,8.999,3539.0,31848.5
maize,ES,ES414,2012,9.011,1679.0,15129.469
maize,ES,ES414,2013,10.0,4306.0,43060.0
maize,ES,ES414,2014,10.0,4616.0,46160.0
maize,ES,ES414,2015,10.0,4045.0,40450.0
maize,ES,ES414,2016,10.018,2185.0,21889.0
maize,ES,ES414,2017,8.0,170.0,1360.0
maize,ES,ES414,2018,12.036,1990.0,23952.0
maize,ES,ES414,2019,12.036,3380.0,40682.0
maize,ES,ES414,2020,11.82,4109.0,48568.0
maize,ES,ES415,1998,12.0,10500.0,126000.0
maize,ES,ES415,1999,12.0,12000.0,144000.0
maize,ES,ES415,2000,11.0,14250.0,156750.0
maize,ES,ES415,2001,10.961,15201.0,166617.0
maize,ES,ES415,2002,0.78,23408.0,18258.0
maize,ES,ES415,2003,10.72,14867.0,159374.0
maize,ES,ES415,2004,10.5,15320.0,160862.0
maize,ES,ES415,2005,9.6,13828.0,132749.0
maize,ES,ES415,2006,10.85,12527.0,135913.0
maize,ES,ES415,2007,9.979,13034.0,130064.0
maize,ES,ES415,2008,9.487,14377.0,136400.0
maize,ES,ES415,2009,11.3,13244.0,149657.0
maize,ES,ES415,2010,12.3,12662.0,155742.6
maize,ES,ES415,2011,12.987,13691.0,177799.0
maize,ES,ES415,2012,12.815,16045.0,205624.175
maize,ES,ES415,2013,10.994,18455.0,202903.0
maize,ES,ES415,2014,12.25,18300.0,224175.0
maize,ES,ES415,2015,12.25,18230.0,223317.5
maize,ES,ES415,2016,12.0,16345.0,196140.0
maize,ES,ES415,2017,13.0,16299.0,211887.0
maize,ES,ES415,2018,12.5,15914.0,198925.0
maize,ES,ES415,2019,12.522,17150.0,214752.0
maize,ES,ES415,2020,13.304,17082.0,227259.0
maize,ES,ES416,1998,8.65,100.0,865.0
maize,ES,ES416,1999,6.443,131.0,844.0
maize,ES,ES416,2000,8.503,165.0,1403.0
maize,ES,ES416,2001,8.505,103.0,876.0
maize,ES,ES416,2002,1.123,2872.0,3225.0
maize,ES,ES416,2003,8.5,54.0,459.0
maize,ES,ES416,2004,7.902,224.0,1770.0
maize,ES,ES416,2005,5.96,101.0,602.0
maize,ES,ES416,2006,8.0,71.0,568.0
maize,ES,ES416,2007,8.0,190.0,1520.0
maize,ES,ES416,2008,8.0,197.0,1576.0
maize,ES,ES416,2009,8.0,200.0,1600.0
maize,ES,ES416,2010,8.0,150.0,1200.0
maize,ES,ES416,2011,8.0,150.0,1200.0
maize,ES,ES416,2012,8.0,170.0,1360.0
maize,ES,ES416,2013,8.0,99.0,792.0
maize,ES,ES416,2014,9.0,111.0,999.0
maize,ES,ES416,2015,10.0,103.0,1030.0
maize,ES,ES416,2016,10.0,105.0,1050.0
maize,ES,ES416,2017,11.0,80.0,880.0
maize,ES,ES416,2018,11.0,73.0,803.0
maize,ES,ES416,2019,11.0,77.0,847.0
maize,ES,ES416,2020,10.51,51.0,536.0
maize,ES,ES417,1998,10.0,1244.0,12440.0
maize,ES,ES417,1999,9.0,1003.0,9027.0
maize,ES,ES417,2000,9.0,1011.0,9099.0
maize,ES,ES417,2001,9.501,847.0,8047.0
maize,ES,ES417,2002,0.757,197222.0,149326.0
maize,ES,ES417,2003,9.957,751.0,7478.0
maize,ES,ES417,2004,10.441,681.0,7110.0
maize,ES,ES417,2005,10.0,539.0,5390.0
maize,ES,ES417,2006,10.478,335.0,3510.0
maize,ES,ES417,2007,9.496,383.0,3637.0
maize,ES,ES417,2008,10.497,523.0,5490.0
maize,ES,ES417,2009,10.943,506.0,5537.0
maize,ES,ES417,2010,10.644,354.0,3768.0
maize,ES,ES417,2011,11.408,343.0,3913.0
maize,ES,ES417,2012,10.914,349.0,3809.0
maize,ES,ES417,2013,11.0,335.0,3685.0
maize,ES,ES417,2014,11.5,354.0,4071.0
maize,ES,ES417,2015,12.0,198.0,2376.0
maize,ES,ES417,2016,12.0,69.0,828.0
maize,ES,ES417,2017,12.0,66.0,792.0
maize,ES,ES417,2018,12.021,146.0,1755.0
maize,ES,ES417,2019,11.503,143.0,1645.0
maize,ES,ES417,2020,12.0,79.0,948.0
maize,ES,ES418,1998,11.0,14400.0,158400.0
maize,ES,ES418,1999,11.0,13145.0,144595.0
maize,ES,ES418,2000,10.8,15646.0,168977.0
maize,ES,ES418,2001,11.04,20970.0,231509.0
maize,ES,ES418,2003,9.0,17045.0,153405.0
maize,ES,ES418,2004,10.7,16378.0,175245.0
maize,ES,ES418,2005,9.6,14154.0,135878.0
maize,ES,ES418,2006,11.5,9751.0,112137.0
maize,ES,ES418,2007,10.5,11333.0,118997.0
maize,ES,ES418,2008,10.0,13373.0,133730.0
maize,ES,ES418,2009,10.0,10345.0,103450.0
maize,ES,ES418,2010,10.0,7900.0,79000.0
maize,ES,ES418,2011,11.0,8863.0,97493.0
maize,ES,ES418,2012,11.0,8441.0,92851.0
maize,ES,ES418,2013,11.0,10086.0,110946.0
maize,ES,ES418,2014,11.0,9224.0,101464.0
maize,ES,ES418,2015,12.0,9079.0,108948.0
maize,ES,ES418,2016,9.5,6933.0,65864.0
maize,ES,ES418,2017,7.239,3873.0,28037.0
maize,ES,ES418,2018,12.406,3837.0,47602.0
maize,ES,ES418,2019,12.466,5297.0,66032.0
maize,ES,ES418,2020,12.915,5609.0,72440.0
maize,ES,ES419,1998,9.0,22000.0,197997.0
maize,ES,ES419,1999,9.5,22200.0,210902.0
maize,ES,ES419,2000,8.922,23441.0,209133.0
maize,ES,ES419,2001,9.496,23596.0,224061.0
maize,ES,ES419,2002,0.833,678.0,565.0
maize,ES,ES419,2003,9.0,22859.0,205731.0
maize,ES,ES419,2004,9.787,23897.0,233883.0
maize,ES,ES419,2005,8.489,21611.0,183464.0
maize,ES,ES419,2006,9.985,15447.0,154236.0
maize,ES,ES419,2007,9.988,18844.0,188206.0
maize,ES,ES419,2008,10.985,19868.0,218248.0
maize,ES,ES419,2009,9.481,18538.0,175751.0
maize,ES,ES419,2010,10.978,15866.0,174182.0
maize,ES,ES419,2011,11.983,17526.0,210017.5
maize,ES,ES419,2012,11.001,16326.0,179599.996
maize,ES,ES419,2013,11.527,21060.0,242758.62
